"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Wheat Bran Sheets","18.3"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Barley Straw Pulp","19.0"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Maize Cob Composites","16.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Potato Starch Foams","15.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Sugarcane Pulp Trays","17.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Apple Pomace Films","14.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Bamboo Leaf Sheets","15.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Reed Fiber Padding","16.6"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Esparto Grass Composites","15.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Typha (Cattail) Fiber","15.3"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Kenaf Fiber Molded","17.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Ramie Fiber Bags","16.5"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Coir Pith Blocks","16.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Areca Palm Leaf Plates","14.3"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Sal Leaf Plates","15.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Sago Palm Starch Films","15.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Jackfruit Seed Bioplastics","13.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Durian Rind Composites","15.1"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Mango Seed Coatings","15.0"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Papaya Leaf Fibers","15.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Guava Pomace Fillers","16.3"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Lentil Hull Composites","16.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Chickpea Straw Pulp","17.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Soybean Hull Sheets","16.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Alginate Films (Brown Algae)","13.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Carrageenan Wraps (Red Algae)","13.4"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Fucoidan-Based Trays","13.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Pectin Films (Fruit-Derived)","13.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Bacterial Cellulose Sheets","14.1"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Pullulan Films (Fungal)","13.4"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Xanthan Gum Coatings","13.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Guar Gum Composites","14.5"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Orange Peel Composites","14.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Lemon Peel Films","13.9"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Pomegranate Rind Trays","15.1"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Grape Pomace Fillers","15.6"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Tomato Skin Sheets","14.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Onion Peel Composites","15.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Garlic Husk Padding","15.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Eggshell Calcium Composites","17.1"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Crab Shell Chitin Films","13.6"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Shrimp Shell Chitosan Trays","14.0"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Fish Scale Bioplastics","12.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Feather Keratin Foams","12.4"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Wool Fiber Padding","18.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Silk Cocoons Composites","13.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Casein (Milk Protein) Films","13.9"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Gelatin-Based Wraps","14.3"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Collagen Sheets","14.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Lignin Foams (Wood Extract)","12.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Hemicellulose Films","13.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Glucomannan Noodles/Padding","14.4"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Locust Bean Gum Trays","14.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Konjac Glucomannan Films","14.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Fungal Keratinase Composites","13.3"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Bacterial Nanocellulose Foams","14.1"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Pha From Bacteria (Films)","15.2"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Phb Bottles/Trays","15.6"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Polyhydroxybutyrate Composites","15.8"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Spider Silk-Inspired Synthetics","13.9"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Nettle Fiber Bags","16.7"
"Earbuds/headphones retail box","Electronics","Folding boxboard + paper insert","Willow Bark Composites","16.6"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Recycled Cardboard / Paperboard","20.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Molded Pulp (Recycled Paper Fiber)","19.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Kraft Paper Wraps, Paper Padding","20.8"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Starch-Based Foams/Peanuts","15.3"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Mycelium-Based Molded Packaging","13.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Pla Bioplastic (Films, Rigid)","13.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Cellulose / Seaweed Bio-Films","13.8"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Pcr Pet (Bottles, Trays)","-3.4"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Pcr Hdpe/Ldpe","-3.9"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Glass (Bottles, Jars, Vials)","-0.4"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Aluminium Cans / Tins","-0.5"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Bamboo (Components, Shells)","15.6"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Cork, Wood, Wood-Composites","17.6"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Cotton/Jute Textile Bags","20.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Hemp Fiber Molded Packaging","17.1"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Sugarcane Bagasse Sheets","17.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Rice Husk Composites","14.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Recycled Steel Tins","-1.0"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Pcr Pp (Polypropylene) Trays","-5.0"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Beeswax-Coated Paper","14.8"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Seaweed-Based Rigid Trays","13.8"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Newspaper Honeycomb Inserts","19.6"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Algae-Based Plastics","12.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Cellophane Films","16.3"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Cornstarch-Based Bioplastic Trays","16.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Coconut Coir Padding","16.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Palm Leaf Trays","14.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Banana Fiber Composites","15.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Cassava Starch Foams","14.9"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Beet Pulp Molded Pulp","17.1"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Carrot Pulp Trays","14.8"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Tapioca-Based Films","16.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Corn Cob Fillers","16.8"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Peanut Shell Composites","14.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Sorghum Stalk Padding","15.9"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Flax Fiber Bags","17.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Sisal Fiber Wraps","16.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Abaca (Manila Hemp) Sheets","17.1"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Kapok Fiber Cushions","13.9"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Pineapple Leaf Fibers (Piña)","15.1"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Coffee Husk Composites","14.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Olive Stone Fillers","16.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Date Palm Composites","17.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Avocado Seed Bioplastics","12.9"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Mushroom Root (Mycelium Variants)","13.3"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Agar-Agar Films (Seaweed Binder)","13.2"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Wheat Bran Sheets","18.3"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Barley Straw Pulp","19.0"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Maize Cob Composites","16.7"
"Fragile gadget shipper with loose fill","Electronics","Cardboard box + starch‑based packing peanuts","Potato Starch Foams","15.8"
