Material_Type,Strength,Weight_Capacity,Product_Category,Fragility_Level,Shipping_Type,Recyclability_Percentage,Biodegradability_Score,CO2_Emission_Score,Cost_Per_Unit,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
high leaded tin bronze c94500,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
nickel-tin bronze c94700,345,6.9,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.166666666666668,2.0958715596330273
nickel-tin bronze c94800,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum bronze c95200,552,11.040000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.666666666666668,3.0644036697247703
aluminum bronze c95300,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
aluminum bronze c95400,586,11.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.55555555555556,3.2234862385321104
aluminum bronze c95500,689,13.780000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.27777777777778,3.705412844036697
aluminum bronze c95600,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
aluminum bronze c95700,655,13.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.388888888888886,3.5463302752293577
aluminum bronze c95800,655,13.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.388888888888886,3.5463302752293577
copper-nickel c96200,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
copper-nickel c96300,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
copper-nickel c96400,469,9.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.055555555555557,2.6760550458715597
copper-nickel c96600,758,15.16,electronics,High,International,65.0,0.4,200.0,18.0,1.0,42.111111111111114,4.028256880733945
nickel silver c97300,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
nickel silver c97400,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
nickel silver c97600,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
nickel silver c97800,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
special alloy c99300,655,13.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.388888888888886,3.5463302752293577
special alloy c99400,455,9.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.27777777777778,2.6105504587155965
special alloy c99500,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
special alloy c99700,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
special alloy c99750,448,8.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.88888888888889,2.5777981651376147
copper alloy c10100,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
copper alloy c15000,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
copper alloy c15500,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
copper alloy c15715,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
copper alloy c15720,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
copper alloy c15760,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
copper alloy c16200,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
copper alloy c16500,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
copper alloy c17000,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
copper alloy c17300,469,9.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.055555555555557,2.6760550458715597
copper alloy c17500,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
copper alloy c18200,234,4.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.0,1.57651376146789
copper alloy c18900,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
copper alloy c19000,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
copper alloy c19100,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
copper alloy c19200,255,5.1000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.166666666666666,1.674770642201835
copper alloy c19400,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
copper alloy c19500,552,11.040000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.666666666666668,3.0644036697247703
copper alloy c21000,234,4.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.0,1.57651376146789
commercial bronze c22000,255,5.1000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.166666666666666,1.674770642201835
red brass c23000,269,5.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.944444444444445,1.740275229357798
low brass c24000,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
cartridge brass c26000,303,6.0600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.833333333333332,1.8993577981651377
yellow brass c26800,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
muntz metal c28000,372,7.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.666666666666668,2.222201834862385
leaded commercial bronze c31400,255,5.1000000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.166666666666666,1.674770642201835
low-leaded brass c33000,324,6.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.0,1.9976146788990827
high-leaded brass c34200,338,6.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.77777777777778,2.063119266055046
medium-leaded brass c35000,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
leaded muntz metal c36500,372,7.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.666666666666668,2.222201834862385
architectural bronze c38500,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
copper alloy c40500,269,5.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.944444444444445,1.740275229357798
copper alloy c40800,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
copper alloy c41100,269,5.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.944444444444445,1.740275229357798
copper alloy c41300,283,5.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.722222222222221,1.8057798165137615
copper alloy c41500,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
copper alloy c42200,296,5.92,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.444444444444443,1.8666055045871561
copper alloy c42500,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
copper alloy c43000,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
copper alloy c43400,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
copper alloy c43500,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
copper alloy c44300,331,6.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.38888888888889,2.030366972477064
copper alloy c46400,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
copper alloy c48200,386,7.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.444444444444443,2.2877064220183487
copper alloy c48500,393,7.86,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.833333333333332,2.3204587155963305
copper alloy c50500,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
copper alloy c51000,324,6.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.0,1.9976146788990827
copper alloy c51100,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
copper alloy c52100,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
copper alloy c52400,455,9.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.27777777777778,2.6105504587155965
copper alloy c54400,303,6.0600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.833333333333332,1.8993577981651377
copper alloy c60800,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
copper alloy c61000,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
copper alloy c61300,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
copper alloy c61400,524,10.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.11111111111111,2.933394495412844
copper alloy c61500,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
copper alloy c61800,552,11.040000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.666666666666668,3.0644036697247703
copper alloy c61900,634,12.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.22222222222222,3.4480733944954127
copper alloy c62300,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
copper alloy c62400,621,12.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.5,3.387247706422018
copper alloy c62500,689,13.780000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.27777777777778,3.705412844036697
copper alloy c63000,621,12.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.5,3.387247706422018
copper alloy c63200,621,12.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.5,3.387247706422018
copper alloy c63800,565,11.3,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.38888888888889,3.125229357798165
copper alloy c64200,517,10.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.72222222222222,2.9006422018348625
copper alloy c65100,276,5.5200000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,15.333333333333334,1.7730275229357797
copper alloy c65500,386,7.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.444444444444443,2.2877064220183487
copper alloy c66700,316,6.32,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.555555555555557,1.9601834862385321
copper alloy c67400,483,9.66,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.833333333333332,2.7415596330275234
copper alloy c67500,448,8.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.88888888888889,2.5777981651376147
copper alloy c68700,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
copper alloy c68800,565,11.3,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.38888888888889,3.125229357798165
copper alloy c69000,565,11.3,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.38888888888889,3.125229357798165
copper alloy c69400,552,11.040000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.666666666666668,3.0644036697247703
copper alloy c70400,262,5.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,14.555555555555555,1.7075229357798165
copper alloy c70600,303,6.0600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.833333333333332,1.8993577981651377
copper alloy c71000,338,6.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.77777777777778,2.063119266055046
copper alloy c71500,372,7.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.666666666666668,2.222201834862385
copper alloy c72200,317,6.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.61111111111111,1.964862385321101
copper alloy c72500,379,7.58,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.055555555555557,2.254954128440367
copper alloy c73500,345,6.9,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.166666666666668,2.0958715596330273
copper alloy c74500,338,6.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,18.77777777777778,2.063119266055046
copper alloy c75200,386,7.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.444444444444443,2.2877064220183487
copper alloy c75400,365,7.3,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.27777777777778,2.1894495412844037
copper alloy c75700,359,7.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.944444444444443,2.161376146788991
copper alloy c76390,621,12.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.5,3.387247706422018
copper alloy c77000,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
copper alloy c78200,365,7.3,electronics,High,International,65.0,0.4,200.0,18.0,1.0,20.27777777777778,2.1894495412844037
aluminum alloy 201.0,414,8.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.0,2.418715596330275
aluminum alloy 204.0,310,6.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,17.22222222222222,1.9321100917431193
aluminum alloy 208.0,131,2.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,7.277777777777778,1.0945871559633027
aluminum alloy 242.0,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 242.0,165,3.3000000000000003,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.166666666666666,1.2536697247706423
aluminum alloy 295.0,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
aluminum alloy 295.0,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 295.0,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 295.0,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
aluminum alloy 319.0,159,3.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.833333333333334,1.2255963302752293
aluminum alloy 319.0,214,4.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.88888888888889,1.4829357798165137
aluminum alloy 328.0,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy 328.0,234,4.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.0,1.57651376146789
aluminum alloy 355.0,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy 355.0,221,4.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.277777777777779,1.5156880733944953
aluminum alloy 355.0,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy c355.0,248,4.96,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.777777777777779,1.6420183486238533
aluminum alloy 356.0,159,3.18,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.833333333333334,1.2255963302752293
aluminum alloy 356.0,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy 356.0,214,4.28,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.88888888888889,1.4829357798165137
aluminum alloy 356.0,172,3.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,9.555555555555555,1.286422018348624
aluminum alloy a356.0,234,4.68,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.0,1.57651376146789
aluminum alloy 443.0,117,2.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.5,1.0290825688073395
aluminum alloy b443.0,117,2.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.5,1.0290825688073395
aluminum alloy 512.0,117,2.34,electronics,High,International,65.0,0.4,200.0,18.0,1.0,6.5,1.0290825688073395
aluminum alloy 514.0,152,3.04,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.444444444444445,1.1928440366972475
aluminum alloy 520.0,290,5.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.11111111111111,1.838532110091743
aluminum alloy 535.0,241,4.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.38888888888889,1.6092660550458715
aluminum alloy 705.0,207,4.14,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.5,1.450183486238532
aluminum alloy 707.0,228,4.5600000000000005,electronics,High,International,65.0,0.4,200.0,18.0,1.0,12.666666666666666,1.5484403669724771
