Material Name,Product Category,Strength Rating,Weight Capacity (kg),Unit Cost ($),Biodegradability Score,CO2 Emission (kg),Recyclability (%),Fragility Level,Shipping Mode
glass,food,75.0,14.2,0.5,0.01,15.47,93.8,1.0,Ground
bagasse,electronics,38.0,,0.28,0.93,,83.9,3.0,Air
jute,food,50.0,7.8,0.19,0.89,1.51,,1.0,Ground
jute,pharmaceuticals,37.0,7.0,0.27,0.92,1.41,76.3,2.0,Ground
glass,food,70.0,11.3,0.51,0.01,11.71,92.6,1.0,Ground
jute,electronics,37.0,5.4,0.29,0.88,1.66,78.3,3.0,Air
jute,cosmetics,57.0,10.5,0.23,0.89,1.21,76.1,2.0,Ground
plastic,electronics,52.0,7.9,0.22,0.17,10.23,30.2,3.0,Air
bamboo,electronics,50.0,9.5,0.28,0.81,0.8,66.2,3.0,Air
paper,food,51.0,7.3,0.25,0.99,1.13,84.1,1.0,Ground
jute,electronics,46.0,6.6,0.27,0.95,1.26,73.9,3.0,Air
bagasse,food,41.0,5.8,0.27,0.92,0.68,,1.0,Ground
paper,cosmetics,54.0,8.1,0.15,1.0,0.88,81.0,2.0,
plastic,food,63.0,9.5,0.24,0.2,16.35,47.0,1.0,Ground
glass,food,85.0,14.1,0.55,0.01,12.79,91.1,1.0,Ground
plastic,home,71.0,10.3,0.24,0.22,13.43,32.3,1.0,Ground
bagasse,electronics,38.0,6.5,0.26,0.98,1.19,78.2,3.0,Air
metal,home,94.0,12.9,0.57,0.0,23.3,95.4,1.0,Ground
paper,pharmaceuticals,54.0,7.6,0.21,0.87,1.56,82.8,2.0,Ground
jute,pharmaceuticals,53.0,8.5,0.25,0.97,1.04,66.2,2.0,Ground
jute,home,39.0,5.3,0.18,0.93,1.51,72.7,1.0,Ground
glass,cosmetics,67.0,9.1,0.37,0.0,14.7,90.7,2.0,Ground
plastic,pharmaceuticals,53.0,7.1,0.27,,8.7,25.6,2.0,Ground
jute,home,41.0,7.3,0.24,0.99,1.27,76.4,1.0,Ground
bagasse,pharmaceuticals,33.0,6.5,0.25,0.99,0.82,79.7,2.0,Ground
bagasse,home,35.0,6.9,0.18,1.0,0.7,84.2,1.0,Ground
metal,home,90.0,,0.64,0.0,17.18,93.3,,Ground
bagasse,electronics,32.0,4.6,0.14,0.95,0.85,,3.0,Air
jute,food,44.0,6.9,0.26,0.98,1.29,77.7,1.0,Ground
glass,electronics,67.0,,0.35,0.02,15.49,,3.0,Air
jute,electronics,56.0,10.0,0.25,0.95,1.26,66.0,3.0,Air
bagasse,home,49.0,8.4,0.27,0.94,0.85,80.3,1.0,Ground
glass,electronics,92.0,12.5,0.34,0.03,18.46,86.3,3.0,Air
paper,food,44.0,7.1,0.14,0.92,1.4,91.0,1.0,Ground
glass,electronics,93.0,14.3,0.39,0.0,21.52,86.0,3.0,Air
paper,food,37.0,7.0,0.25,0.99,0.89,90.6,,Ground
paper,home,33.0,5.7,0.25,0.95,0.81,75.1,1.0,Ground
paper,food,51.0,8.6,0.24,0.99,1.13,76.0,1.0,Ground
metal,food,86.0,11.6,0.55,0.0,14.69,91.3,1.0,
bagasse,cosmetics,37.0,5.5,0.19,0.98,0.79,78.3,2.0,Ground
paper,home,49.0,9.5,0.17,0.86,1.69,78.5,1.0,Ground
bagasse,pharmaceuticals,49.0,6.9,0.23,0.96,1.06,89.3,2.0,Ground
jute,home,46.0,7.2,0.21,0.93,1.29,72.0,1.0,Ground
jute,electronics,37.0,5.8,0.16,0.99,0.94,61.4,3.0,Air
glass,cosmetics,75.0,14.2,0.56,0.02,21.63,92.1,,Ground
bagasse,cosmetics,36.0,5.7,0.14,0.91,0.67,84.1,2.0,Ground
plastic,cosmetics,54.0,7.6,0.3,0.11,10.62,45.8,2.0,Ground
plastic,home,65.0,9.9,0.43,0.1,11.41,40.3,1.0,Ground
paper,food,33.0,5.3,0.22,0.92,1.26,92.9,1.0,Ground
paper,pharmaceuticals,38.0,6.2,0.21,0.94,1.45,91.2,2.0,Ground
paper,food,35.0,5.2,0.19,0.93,1.43,86.2,1.0,Ground
plastic,electronics,65.0,11.7,0.29,0.16,6.9,47.7,3.0,Air
jute,pharmaceuticals,39.0,7.0,0.22,0.98,1.1,67.3,2.0,Ground
bamboo,cosmetics,63.0,12.3,0.25,0.89,0.81,84.8,2.0,Ground
glass,food,76.0,10.8,0.48,0.0,13.75,85.2,1.0,Ground
plastic,electronics,73.0,11.9,0.26,0.25,16.85,31.4,3.0,Air
bagasse,pharmaceuticals,31.0,4.4,0.26,0.97,0.63,86.8,2.0,Ground
bagasse,cosmetics,31.0,4.8,0.22,,0.75,78.8,2.0,Ground
plastic,pharmaceuticals,47.0,7.2,0.2,0.18,10.7,50.9,2.0,Ground
bagasse,cosmetics,48.0,,0.27,0.93,0.61,86.7,2.0,Ground
glass,cosmetics,82.0,15.1,0.55,0.03,16.8,85.7,2.0,Ground
plastic,pharmaceuticals,78.0,13.7,0.29,0.15,11.84,34.6,2.0,Ground
bamboo,cosmetics,56.0,8.8,0.27,0.85,1.32,79.9,2.0,Ground
plastic,cosmetics,59.0,9.0,0.43,0.2,15.14,53.7,2.0,Ground
plastic,home,54.0,7.6,0.41,0.22,7.73,30.1,1.0,Ground
paper,electronics,52.0,7.1,0.23,0.89,1.0,92.6,3.0,Air
paper,home,47.0,8.4,0.16,0.9,1.22,,1.0,Ground
plastic,food,67.0,9.9,0.27,0.05,11.72,26.2,1.0,Ground
paper,cosmetics,44.0,8.8,0.14,0.94,1.47,89.9,2.0,Ground
jute,home,39.0,5.4,0.24,0.93,0.96,61.0,1.0,Ground
paper,home,30.0,5.5,0.16,0.94,1.14,89.9,1.0,Ground
glass,electronics,84.0,15.9,0.45,0.02,17.34,94.3,3.0,Air
metal,home,90.0,15.9,0.64,0.0,17.83,89.0,1.0,Ground
glass,electronics,80.0,,0.42,0.02,18.8,94.0,3.0,Air
bamboo,pharmaceuticals,44.0,6.7,0.33,0.81,0.91,83.5,2.0,Ground
paper,home,49.0,7.9,0.16,0.92,1.24,87.8,1.0,Ground
glass,pharmaceuticals,89.0,13.5,0.51,0.01,18.55,93.3,2.0,Ground
bagasse,food,,7.3,0.18,0.99,0.79,81.8,1.0,Ground
paper,pharmaceuticals,50.0,7.3,0.16,0.92,0.97,84.9,2.0,Ground
metal,pharmaceuticals,79.0,12.7,0.71,0.0,20.65,95.2,2.0,Ground
bagasse,food,43.0,6.1,0.21,0.96,0.83,84.8,1.0,Ground
bagasse,electronics,46.0,6.4,0.21,0.91,1.07,84.0,3.0,Air
plastic,home,66.0,8.9,0.41,0.13,11.85,34.7,1.0,Ground
glass,food,67.0,13.1,0.34,0.03,14.76,87.0,1.0,Ground
plastic,electronics,67.0,11.3,0.43,0.22,11.65,27.9,3.0,Air
metal,electronics,87.0,12.5,0.5,0.0,17.99,89.2,3.0,Air
bagasse,cosmetics,48.0,7.0,0.2,0.93,1.19,80.2,2.0,Ground
bagasse,food,49.0,8.2,0.16,0.94,1.03,85.5,1.0,Ground
plastic,pharmaceuticals,69.0,11.4,,0.12,14.51,28.1,2.0,Ground
plastic,cosmetics,47.0,6.6,0.4,0.07,10.12,26.9,2.0,Ground
bagasse,food,47.0,7.9,0.2,0.96,0.73,77.8,1.0,Ground
glass,home,68.0,9.4,0.46,0.02,21.64,92.8,1.0,Ground
plastic,pharmaceuticals,79.0,11.0,0.35,0.1,12.58,39.3,2.0,Ground
metal,food,85.0,13.2,0.72,0.0,17.68,96.9,1.0,Ground
plastic,electronics,69.0,,0.43,0.2,6.44,46.3,3.0,Air
plastic,electronics,62.0,9.8,0.44,0.06,15.96,43.0,3.0,Air
glass,cosmetics,88.0,15.5,0.54,0.02,10.41,90.7,2.0,Ground
metal,home,87.0,11.8,0.76,0.0,20.84,94.0,1.0,Ground
jute,cosmetics,47.0,7.7,0.19,0.95,1.69,73.0,2.0,Ground
paper,cosmetics,34.0,4.8,0.23,0.85,1.57,84.8,2.0,Ground
paper,food,44.0,7.5,0.14,0.95,1.09,89.4,1.0,Ground
plastic,pharmaceuticals,59.0,11.1,0.38,0.12,6.39,52.4,2.0,Ground
bagasse,food,49.0,,0.18,0.97,0.95,79.0,1.0,Ground
glass,electronics,86.0,16.5,0.5,0.02,18.41,93.6,3.0,Air
paper,pharmaceuticals,53.0,9.8,0.12,0.91,1.29,75.5,2.0,Ground
bamboo,pharmaceuticals,57.0,8.8,0.32,0.87,0.99,74.4,2.0,Ground
jute,pharmaceuticals,44.0,6.9,0.19,0.95,0.95,79.7,2.0,Ground
plastic,cosmetics,73.0,9.8,0.21,0.18,16.0,29.1,2.0,Ground
jute,electronics,36.0,5.1,0.19,0.88,1.38,64.8,,Air
glass,pharmaceuticals,74.0,11.5,0.35,,11.64,87.6,2.0,Ground
paper,cosmetics,48.0,6.5,0.24,0.99,0.92,86.2,2.0,Ground
jute,food,46.0,6.2,0.2,0.91,1.1,,1.0,Ground
plastic,cosmetics,69.0,9.3,0.29,0.17,8.8,51.6,2.0,Ground
plastic,food,61.0,9.6,0.23,0.07,6.48,32.0,1.0,Ground
bamboo,cosmetics,47.0,8.0,0.22,0.82,,70.7,2.0,Ground
metal,pharmaceuticals,88.0,12.9,0.43,0.0,21.7,97.9,2.0,Ground
jute,electronics,45.0,8.2,0.18,0.85,1.42,66.0,3.0,Air
plastic,home,67.0,10.6,0.31,0.11,17.94,27.5,1.0,Ground
jute,home,49.0,9.4,0.21,0.97,1.5,66.1,1.0,
plastic,food,53.0,8.6,0.31,0.23,11.16,45.8,1.0,
metal,cosmetics,85.0,17.0,0.73,0.0,17.44,96.0,2.0,Ground
bamboo,pharmaceuticals,53.0,7.1,0.34,0.78,1.01,77.2,2.0,Ground
plastic,home,52.0,9.3,0.3,0.13,6.89,39.5,1.0,Ground
plastic,food,63.0,8.6,0.23,0.24,13.03,25.5,1.0,Ground
plastic,electronics,76.0,11.7,0.3,0.12,10.42,37.8,3.0,Air
bamboo,home,51.0,9.5,0.22,0.81,0.94,73.3,1.0,Ground
glass,food,79.0,15.6,0.43,0.02,12.39,94.3,1.0,Ground
plastic,electronics,59.0,8.7,0.22,0.21,14.16,33.1,3.0,Air
bamboo,food,64.0,8.6,0.27,0.82,0.85,81.4,1.0,Ground
paper,electronics,45.0,6.8,0.19,0.95,1.31,82.8,3.0,Air
plastic,food,47.0,6.9,0.23,0.07,12.7,25.2,1.0,
jute,electronics,57.0,9.9,0.23,0.9,1.29,63.9,3.0,Air
paper,cosmetics,49.0,9.2,0.17,0.98,1.45,94.9,2.0,Ground
metal,food,89.0,17.7,0.6,0.0,20.46,88.4,1.0,Ground
plastic,electronics,56.0,11.1,0.28,0.22,17.83,33.1,3.0,Air
paper,food,48.0,9.0,0.13,0.88,0.93,84.1,1.0,Ground
bagasse,home,42.0,7.9,0.26,0.97,0.72,80.1,1.0,Ground
bagasse,home,41.0,7.2,0.21,0.95,1.08,79.5,1.0,Ground
plastic,food,74.0,12.9,0.35,0.1,16.94,40.4,1.0,Ground
jute,cosmetics,52.0,8.2,0.22,0.95,1.57,77.5,2.0,Ground
plastic,home,47.0,8.4,0.43,0.06,12.49,44.3,1.0,Ground
paper,electronics,47.0,7.0,0.14,0.99,1.03,80.4,3.0,Air
bagasse,pharmaceuticals,31.0,6.0,0.27,0.95,0.7,,2.0,Ground
metal,pharmaceuticals,97.0,13.0,0.47,0.0,18.56,95.5,2.0,Ground
paper,cosmetics,34.0,5.0,0.15,0.86,1.7,93.9,2.0,Ground
metal,home,97.0,15.5,,0.0,23.66,91.4,1.0,Ground
bamboo,cosmetics,62.0,,0.33,0.79,1.15,68.4,2.0,Ground
plastic,electronics,78.0,12.5,0.36,0.12,7.67,49.5,3.0,Air
jute,pharmaceuticals,44.0,6.7,0.17,0.96,1.14,67.6,2.0,Ground
paper,pharmaceuticals,30.0,5.6,0.2,0.98,1.1,82.6,2.0,Ground
metal,pharmaceuticals,96.0,15.4,0.71,0.0,16.65,96.3,2.0,Ground
bamboo,food,63.0,8.7,0.22,0.84,1.21,67.3,1.0,Ground
plastic,cosmetics,78.0,,0.28,0.14,7.96,34.9,2.0,Ground
paper,electronics,35.0,5.9,0.22,0.92,1.49,80.6,3.0,Air
glass,home,66.0,9.2,0.4,0.03,18.6,87.9,1.0,Ground
bamboo,pharmaceuticals,55.0,8.5,0.21,0.82,1.12,67.6,2.0,Ground
plastic,cosmetics,70.0,12.2,0.41,0.25,12.76,42.3,2.0,Ground
plastic,pharmaceuticals,71.0,12.9,0.43,0.14,9.89,34.3,2.0,Ground
bamboo,electronics,63.0,11.7,0.32,0.83,0.79,66.7,3.0,Air
plastic,food,75.0,12.0,0.19,0.19,8.21,52.3,1.0,Ground
plastic,electronics,48.0,7.2,0.21,0.12,15.86,50.9,3.0,Air
paper,food,31.0,5.7,0.23,0.97,,93.1,1.0,Ground
plastic,home,64.0,12.7,0.41,0.2,10.95,51.8,1.0,Ground
glass,cosmetics,75.0,13.6,0.49,0.02,,94.1,2.0,Ground
bagasse,home,49.0,7.2,0.14,0.92,1.0,82.8,1.0,Ground
jute,pharmaceuticals,57.0,8.7,0.23,0.96,1.1,70.3,2.0,Ground
plastic,home,70.0,12.9,0.39,0.07,7.85,31.6,1.0,Ground
plastic,home,60.0,11.4,0.27,0.11,6.79,45.3,1.0,
plastic,electronics,64.0,,0.44,0.15,14.91,48.4,3.0,Air
jute,electronics,45.0,7.2,0.29,0.94,0.95,75.8,3.0,Air
paper,food,45.0,6.8,0.24,0.99,1.14,77.7,1.0,Ground
bamboo,food,53.0,10.1,0.34,0.78,,73.1,1.0,Ground
glass,home,87.0,13.2,0.43,0.01,17.98,86.4,1.0,Ground
bamboo,pharmaceuticals,40.0,6.9,0.33,0.82,1.38,67.5,2.0,Ground
plastic,pharmaceuticals,53.0,7.4,0.19,0.2,8.47,26.5,2.0,Ground
bamboo,pharmaceuticals,61.0,9.8,0.31,0.77,1.07,68.7,2.0,Ground
plastic,electronics,72.0,11.7,0.24,0.15,11.23,30.5,3.0,Air
plastic,home,46.0,6.7,0.26,0.24,7.2,38.3,1.0,Ground
bamboo,home,54.0,9.0,0.26,0.8,0.93,68.3,1.0,Ground
glass,food,88.0,12.2,0.47,0.03,21.83,85.1,1.0,Ground
paper,electronics,36.0,6.9,0.16,0.87,0.86,79.9,3.0,Air
plastic,food,53.0,10.2,0.22,0.2,8.75,47.7,1.0,Ground
plastic,cosmetics,56.0,9.0,0.44,0.25,15.15,45.8,2.0,Ground
metal,cosmetics,96.0,13.6,0.53,0.0,15.34,92.4,2.0,Ground
paper,electronics,54.0,8.6,0.23,0.94,1.32,93.9,3.0,Air
bagasse,food,40.0,5.5,0.26,0.91,0.76,84.5,1.0,Ground
glass,cosmetics,94.0,15.7,0.51,0.01,20.86,91.9,2.0,Ground
bamboo,home,62.0,12.2,0.32,0.79,0.8,72.5,1.0,Ground
plastic,electronics,74.0,12.2,0.26,0.19,14.04,46.9,3.0,Air
paper,pharmaceuticals,45.0,7.1,0.17,0.97,1.79,82.5,2.0,Ground
glass,pharmaceuticals,84.0,15.8,0.51,0.02,12.89,91.0,2.0,Ground
paper,food,43.0,5.9,0.16,0.86,1.59,87.5,1.0,Ground
plastic,cosmetics,62.0,9.8,0.24,0.1,16.2,50.3,2.0,Ground
plastic,electronics,55.0,7.8,0.34,0.14,,43.2,3.0,Air
glass,electronics,81.0,13.2,0.49,0.0,16.55,87.2,3.0,Air
jute,food,45.0,6.5,0.21,0.89,1.27,77.7,1.0,Ground
bagasse,food,36.0,5.1,0.23,0.99,0.9,86.9,1.0,Ground
plastic,cosmetics,77.0,12.6,0.3,0.09,,30.0,2.0,Ground
bagasse,pharmaceuticals,49.0,7.0,0.26,0.96,1.01,87.6,2.0,Ground
jute,electronics,37.0,6.3,0.27,0.91,1.06,64.2,3.0,Air
jute,cosmetics,55.0,8.7,0.3,0.9,1.18,65.6,2.0,Ground
glass,electronics,94.0,17.5,0.58,0.0,13.59,91.8,3.0,Air
bamboo,pharmaceuticals,42.0,6.6,0.32,0.88,1.05,81.0,2.0,Ground
plastic,food,73.0,10.3,0.33,0.18,13.25,45.7,1.0,Ground
metal,cosmetics,81.0,,0.64,0.0,18.68,94.0,2.0,Ground
jute,cosmetics,,8.9,0.18,0.98,1.21,64.6,2.0,Ground
paper,food,37.0,7.0,0.18,0.93,1.19,93.3,1.0,Ground
bamboo,food,51.0,8.8,0.23,0.89,1.29,74.8,1.0,Ground
paper,pharmaceuticals,31.0,5.8,0.17,0.98,1.23,92.9,2.0,Ground
jute,pharmaceuticals,39.0,6.3,0.17,0.86,1.16,61.1,2.0,Ground
plastic,home,78.0,13.4,0.42,0.09,14.74,50.9,1.0,Ground
paper,pharmaceuticals,45.0,7.9,0.23,0.96,1.16,,2.0,Ground
paper,cosmetics,48.0,8.3,0.12,0.87,1.28,94.5,2.0,Ground
glass,electronics,86.0,13.6,0.59,0.02,15.87,85.8,3.0,Air
bamboo,food,44.0,7.1,0.21,0.8,1.29,,1.0,Ground
bamboo,home,59.0,10.8,0.35,0.86,0.73,65.6,1.0,Ground
bamboo,home,58.0,10.9,0.22,0.79,1.3,70.8,1.0,Ground
paper,home,43.0,,0.17,0.98,1.1,79.4,1.0,Ground
bagasse,home,39.0,6.2,0.25,0.92,0.63,86.5,1.0,Ground
plastic,electronics,56.0,11.1,0.26,0.25,17.72,28.5,3.0,Air
plastic,home,48.0,8.4,0.32,0.24,16.03,49.2,1.0,Ground
bagasse,home,35.0,6.8,0.19,0.98,0.81,77.8,1.0,Ground
bamboo,cosmetics,58.0,9.3,0.31,0.76,0.94,83.9,2.0,Ground
bamboo,home,41.0,6.0,0.21,0.76,1.31,70.7,1.0,Ground
jute,cosmetics,48.0,9.5,0.23,0.97,1.34,76.8,2.0,Ground
jute,electronics,56.0,9.8,0.17,0.86,1.24,79.3,3.0,Air
bagasse,home,44.0,6.6,0.12,0.91,0.94,89.4,1.0,Ground
jute,pharmaceuticals,41.0,7.3,0.23,0.96,1.46,74.1,2.0,Ground
jute,electronics,37.0,7.1,0.25,0.97,1.3,60.9,3.0,Air
jute,cosmetics,53.0,10.0,0.21,0.91,1.15,73.6,2.0,Ground
paper,cosmetics,36.0,6.4,0.18,0.96,1.43,78.3,2.0,Ground
bagasse,pharmaceuticals,30.0,5.1,0.27,0.9,0.74,79.0,2.0,Ground
paper,food,54.0,7.5,0.15,0.86,1.11,,1.0,Ground
bamboo,food,58.0,9.0,0.29,0.84,0.99,72.0,1.0,Ground
paper,pharmaceuticals,48.0,6.9,0.25,0.87,1.16,86.3,2.0,Ground
paper,electronics,35.0,4.7,0.16,0.92,1.69,93.7,3.0,Air
bagasse,electronics,39.0,5.8,0.15,0.98,0.66,77.2,3.0,Air
glass,electronics,85.0,11.4,0.32,0.0,19.74,,3.0,Air
bamboo,electronics,46.0,8.5,0.33,0.76,,70.4,3.0,Air
metal,electronics,88.0,16.8,0.46,0.0,16.95,89.1,3.0,Air
jute,pharmaceuticals,37.0,5.3,0.23,0.96,1.02,72.4,2.0,Ground
jute,electronics,54.0,8.7,0.19,0.98,1.32,64.1,3.0,Air
metal,food,96.0,14.6,0.44,0.0,16.74,90.3,1.0,Ground
plastic,pharmaceuticals,47.0,7.1,0.39,0.23,8.97,40.5,2.0,Ground
paper,pharmaceuticals,37.0,5.6,,0.9,1.15,75.7,2.0,Ground
paper,cosmetics,47.0,7.1,0.17,0.88,1.3,91.7,2.0,Ground
paper,pharmaceuticals,32.0,4.5,0.21,0.9,1.8,81.2,2.0,Ground
plastic,home,73.0,13.1,0.28,0.12,16.04,41.7,1.0,Ground
plastic,food,49.0,6.9,0.29,0.18,13.32,33.0,1.0,Ground
jute,home,37.0,6.3,0.26,0.96,1.52,79.9,1.0,Ground
glass,food,76.0,12.5,0.53,0.03,15.42,94.7,1.0,Ground
glass,home,82.0,11.1,0.38,0.01,20.49,88.3,1.0,Ground
metal,home,79.0,10.6,,0.0,12.72,88.1,1.0,Ground
paper,electronics,41.0,5.6,0.18,0.91,1.14,91.0,3.0,Air
paper,electronics,35.0,6.6,0.23,0.94,1.1,91.1,3.0,Air
plastic,electronics,57.0,7.8,0.25,0.08,7.71,37.6,3.0,Air
plastic,cosmetics,65.0,11.5,0.26,0.07,14.7,29.4,2.0,Ground
plastic,food,60.0,10.1,0.42,0.06,7.63,53.5,1.0,Ground
glass,home,,11.0,0.51,0.02,16.04,,1.0,Ground
bagasse,pharmaceuticals,38.0,6.4,0.2,0.95,0.93,77.1,2.0,Ground
paper,pharmaceuticals,52.0,7.0,0.2,0.85,1.26,82.2,2.0,Ground
paper,home,34.0,4.9,0.13,0.87,1.1,84.6,1.0,Ground
jute,pharmaceuticals,46.0,6.3,0.27,,1.08,78.4,2.0,Ground
metal,electronics,91.0,13.9,0.39,0.0,24.72,93.5,3.0,Air
metal,home,89.0,14.4,0.73,0.0,19.13,96.7,1.0,Ground
bamboo,cosmetics,59.0,7.9,0.22,0.89,0.99,84.8,2.0,Ground
jute,cosmetics,40.0,6.4,0.21,0.98,0.91,74.5,2.0,Ground
jute,home,54.0,10.5,0.24,0.98,1.01,63.0,1.0,Ground
metal,electronics,79.0,11.5,0.46,0.0,22.59,89.8,3.0,Air
paper,pharmaceuticals,50.0,8.0,0.13,0.99,1.02,94.6,2.0,Ground
plastic,pharmaceuticals,78.0,12.6,0.28,0.06,16.44,41.2,2.0,Ground
metal,pharmaceuticals,75.0,10.9,0.57,0.0,20.48,96.7,2.0,Ground
bagasse,food,44.0,8.4,0.14,0.95,0.75,88.7,1.0,Ground
plastic,food,67.0,10.4,0.37,0.18,15.32,29.3,1.0,Ground
jute,food,42.0,6.0,0.24,0.92,1.28,78.9,1.0,Ground
glass,food,79.0,11.8,0.56,0.01,12.47,87.1,1.0,Ground
glass,cosmetics,88.0,16.3,0.47,,12.28,86.1,2.0,Ground
plastic,cosmetics,64.0,9.3,0.2,0.05,8.57,40.5,2.0,Ground
bamboo,cosmetics,48.0,6.7,0.34,0.82,1.28,67.2,2.0,Ground
glass,electronics,88.0,16.1,0.51,0.02,18.02,90.6,3.0,Air
bamboo,cosmetics,55.0,8.2,0.34,0.85,0.93,69.8,2.0,Ground
jute,pharmaceuticals,50.0,9.3,0.29,0.96,,67.9,2.0,Ground
glass,cosmetics,83.0,11.8,0.39,0.02,17.72,88.4,2.0,Ground
jute,electronics,53.0,7.2,0.27,0.91,1.02,64.0,3.0,Air
jute,home,59.0,7.9,0.16,0.97,1.26,62.6,1.0,Ground
glass,home,83.0,14.1,0.51,0.0,16.62,89.1,1.0,Ground
glass,pharmaceuticals,73.0,13.1,0.58,0.02,19.94,92.7,2.0,Ground
bagasse,electronics,39.0,7.6,0.2,0.94,0.9,80.4,3.0,Air
paper,electronics,42.0,7.3,0.23,0.96,1.59,94.3,3.0,Air
bamboo,food,58.0,9.6,0.25,0.83,1.08,81.1,1.0,Ground
metal,pharmaceuticals,81.0,,0.62,0.0,16.02,96.2,2.0,Ground
jute,pharmaceuticals,57.0,10.6,0.16,0.95,1.32,71.6,2.0,Ground
bamboo,home,51.0,6.9,0.31,0.83,0.73,82.2,1.0,Ground
glass,electronics,93.0,15.5,0.32,0.02,12.91,92.4,3.0,
plastic,food,59.0,10.2,0.38,0.15,10.9,,1.0,Ground
bagasse,cosmetics,40.0,7.7,0.27,0.91,0.73,78.9,2.0,Ground
glass,pharmaceuticals,89.0,,0.33,0.02,11.97,95.0,2.0,Ground
bagasse,home,39.0,5.9,0.18,0.99,0.69,84.7,1.0,Ground
bamboo,home,56.0,10.6,0.33,0.87,1.32,78.4,1.0,Ground
paper,cosmetics,36.0,6.4,0.14,0.96,1.68,76.0,2.0,Ground
jute,food,42.0,6.0,0.19,0.96,1.15,64.8,1.0,Ground
glass,cosmetics,67.0,10.1,0.55,0.02,21.5,,2.0,Ground
bagasse,electronics,34.0,5.1,0.13,0.96,1.12,75.6,3.0,Air
glass,food,,12.2,,0.02,18.31,92.4,1.0,Ground
plastic,food,66.0,9.5,0.42,0.05,15.98,48.6,1.0,Ground
plastic,home,74.0,11.5,0.33,0.08,7.85,42.5,1.0,Ground
bagasse,home,40.0,6.9,0.21,0.95,0.65,88.5,1.0,Ground
bagasse,electronics,33.0,4.6,0.19,0.96,0.63,80.9,3.0,Air
bagasse,pharmaceuticals,37.0,5.4,0.27,0.99,0.79,81.5,2.0,Ground
bagasse,food,32.0,5.4,0.21,0.93,1.13,77.4,1.0,Ground
bamboo,pharmaceuticals,52.0,9.3,0.3,0.81,1.34,68.1,2.0,Ground
bagasse,food,,5.7,0.19,0.95,0.96,79.8,,Ground
jute,pharmaceuticals,35.0,5.8,0.16,0.93,1.18,74.3,2.0,Ground
bagasse,cosmetics,38.0,6.8,0.22,0.93,1.18,83.5,2.0,Ground
bagasse,pharmaceuticals,41.0,6.4,0.15,0.92,1.17,88.1,2.0,Ground
plastic,cosmetics,50.0,7.0,0.3,0.23,15.58,34.7,2.0,Ground
plastic,cosmetics,70.0,13.0,0.41,0.23,8.66,43.8,2.0,Ground
jute,food,38.0,6.1,0.23,0.9,1.4,64.6,1.0,Ground
jute,food,44.0,7.8,0.28,0.93,1.44,60.5,1.0,Ground
paper,food,36.0,6.3,0.12,0.93,1.1,92.7,1.0,Ground
metal,home,86.0,13.7,0.74,0.0,18.69,89.7,1.0,
jute,food,42.0,7.3,0.29,0.98,1.02,74.4,1.0,Ground
bagasse,electronics,46.0,8.7,0.2,0.99,1.06,79.9,3.0,Air
bagasse,electronics,33.0,5.0,0.15,0.97,,76.8,3.0,Air
glass,home,70.0,12.9,0.51,0.01,15.84,90.4,1.0,Ground
glass,home,65.0,9.8,0.3,0.02,16.32,85.3,1.0,Ground
bagasse,pharmaceuticals,35.0,5.9,0.23,0.92,0.9,82.4,2.0,Ground
bamboo,home,54.0,8.6,,0.84,1.23,78.6,1.0,Ground
bamboo,food,54.0,8.2,0.32,0.76,1.01,83.6,1.0,Ground
bagasse,pharmaceuticals,38.0,6.3,0.2,1.0,1.15,83.6,2.0,Ground
plastic,home,53.0,8.4,0.29,0.07,7.16,33.8,1.0,Ground
plastic,cosmetics,78.0,15.3,0.45,0.17,13.03,44.2,2.0,Ground
plastic,home,72.0,14.2,0.33,0.18,13.49,38.2,1.0,Ground
plastic,electronics,63.0,11.5,0.26,0.18,12.16,50.6,3.0,Air
glass,cosmetics,80.0,14.3,0.55,0.03,18.31,90.8,2.0,Ground
jute,food,39.0,5.6,0.19,0.91,1.28,62.7,1.0,Ground
bagasse,electronics,46.0,6.9,0.2,0.92,0.7,79.9,3.0,Air
jute,cosmetics,35.0,5.9,0.16,0.98,1.5,77.2,2.0,Ground
paper,pharmaceuticals,37.0,5.5,0.17,0.91,1.37,91.6,2.0,Ground
plastic,cosmetics,78.0,11.1,0.36,0.1,9.31,36.4,2.0,Ground
bamboo,electronics,61.0,9.7,0.21,0.79,1.35,66.4,3.0,Air
bagasse,electronics,34.0,5.7,0.25,0.96,1.07,76.3,3.0,Air
plastic,home,51.0,7.2,0.29,0.12,6.31,47.2,1.0,Ground
bamboo,food,41.0,6.8,0.3,0.75,0.97,80.9,1.0,Ground
bamboo,pharmaceuticals,58.0,11.4,0.32,,1.31,80.5,2.0,Ground
jute,home,43.0,5.8,0.25,0.89,,78.0,1.0,Ground
glass,pharmaceuticals,76.0,12.0,0.36,0.03,19.34,91.7,2.0,Ground
plastic,pharmaceuticals,68.0,,0.4,0.15,10.99,26.5,2.0,Ground
glass,electronics,68.0,13.5,0.55,0.01,14.9,91.2,3.0,
plastic,food,79.0,11.4,0.33,0.21,12.12,28.6,1.0,Ground
paper,cosmetics,30.0,4.3,0.24,0.89,,93.2,2.0,Ground
glass,cosmetics,70.0,12.2,0.37,0.0,9.84,85.7,2.0,Ground
