Material Name ,ProductCategory,Strength_Value,WtCapacity,Unit Cost($),Bio Score,CO2Emission,Recycle %,FragileLevel,Ship-Type
metal,cosmetics,55.0,15.0,0.27,,2.84,83.5,,Air
jute,pharmaceuticals,65.0,24.0,0.41,0.16,11.3,43.8,3,Air
glass,pharmaceuticals,84.0,12.0,0.23,0.89,17.07,0.3,2,Ground
jute,pharmaceuticals,93.0,8.0,0.29,0.06,,87.5,3,Ground
glass,home,86.0,16.0,0.47,0.89,13.07,87.7,2,Air
bamboo,pharmaceuticals,98.0,12.0,0.68,0.72,10.92,80.6,3,Ground
jute,electronics,,10.0,0.38,0.04,22.32,24.8,3,
bamboo,pharmaceuticals,31.0,19.0,0.6,0.43,11.02,37.3,1,Ground
plastic,home,84.0,16.0,0.71,0.75,13.58,74.5,1,Air
plastic,pharmaceuticals,67.0,20.0,0.25,0.58,23.9,48.9,,Ground
paper,cosmetics,58.0,20.0,,0.94,7.84,15.4,2,
metal,cosmetics,55.0,24.0,0.63,0.87,7.58,24.3,3,
jute,,64.0,24.0,0.35,0.33,20.09,97.3,2,
bamboo,,96.0,8.0,0.79,0.08,7.3,15.1,1,Air
glass,electronics,58.0,15.0,,0.94,20.88,72.6,3,Air
plastic,food,63.0,17.0,0.28,0.52,2.84,47.8,3,Ground
metal,home,,13.0,0.64,0.07,3.23,,2,Ground
,pharmaceuticals,70.0,8.0,0.4,0.82,22.58,66.1,3,Ground
glass,home,52.0,16.0,0.33,0.87,13.75,43.9,2,Air
metal,food,32.0,13.0,0.23,0.64,,35.4,3,Ground
metal,,87.0,17.0,0.64,0.45,6.02,75.4,,Ground
bamboo,home,61.0,20.0,0.65,0.66,4.57,32.3,2,Ground
bamboo,food,60.0,10.0,0.5,0.71,20.96,78.8,1,Ground
jute,electronics,72.0,14.0,0.77,0.89,9.29,68.0,,Air
jute,pharmaceuticals,36.0,17.0,0.32,0.96,11.65,57.8,1,
bagasse,food,30.0,11.0,0.25,0.51,1.19,36.9,1,Ground
bagasse,cosmetics,90.0,23.0,0.57,0.8,9.95,20.5,,Air
paper,electronics,43.0,23.0,0.63,0.96,19.38,71.0,,Ground
plastic,cosmetics,81.0,21.0,0.26,0.15,20.62,,1,Air
jute,electronics,35.0,17.0,0.15,0.02,17.62,97.1,3,Ground
bamboo,pharmaceuticals,39.0,17.0,0.67,0.87,17.46,97.9,,Air
glass,pharmaceuticals,59.0,6.0,0.78,,12.9,,,Air
bamboo,home,50.0,14.0,0.55,0.04,13.69,10.4,2,Ground
plastic,cosmetics,89.0,,0.29,0.16,,,2,Ground
bagasse,electronics,92.0,13.0,0.8,0.38,6.56,96.4,2,
bamboo,pharmaceuticals,71.0,,0.73,0.22,6.17,40.0,1,Ground
paper,food,80.0,18.0,0.46,0.31,23.77,36.4,3,Ground
plastic,pharmaceuticals,93.0,20.0,0.68,0.98,1.18,,1,Air
bagasse,food,85.0,24.0,0.67,0.7,3.92,17.9,1,Air
glass,electronics,70.0,19.0,0.75,0.71,14.47,36.3,2,Ground
bagasse,pharmaceuticals,61.0,5.0,0.69,0.09,18.58,29.1,2,Air
,pharmaceuticals,44.0,21.0,0.55,0.73,,60.2,2,
paper,electronics,91.0,17.0,0.53,0.74,9.2,16.3,3,Ground
plastic,pharmaceuticals,56.0,19.0,0.43,,24.46,54.9,,Ground
glass,food,57.0,20.0,,0.23,17.74,85.8,3,Air
paper,pharmaceuticals,93.0,20.0,0.66,0.42,20.87,,1,Ground
,cosmetics,88.0,6.0,0.78,0.85,1.49,68.3,,Air
paper,home,87.0,21.0,0.43,0.67,6.28,7.5,2,
plastic,food,31.0,15.0,0.5,0.73,9.67,44.9,1,Air
jute,cosmetics,65.0,12.0,0.41,0.59,4.97,9.5,2,Ground
paper,,42.0,24.0,0.57,0.45,2.29,59.9,3,Air
metal,food,44.0,7.0,0.54,0.76,6.01,28.1,,Air
paper,home,89.0,,0.11,0.07,13.57,,,Ground
,home,51.0,24.0,0.48,0.67,17.55,7.7,,Ground
bagasse,electronics,92.0,20.0,0.16,1.0,19.46,31.0,1,Ground
glass,electronics,54.0,18.0,0.12,0.78,1.55,50.7,3,Air
bagasse,food,,20.0,0.65,,10.99,58.5,2,Air
bamboo,,72.0,21.0,0.28,0.28,3.49,6.7,2,Ground
,electronics,67.0,15.0,0.34,0.67,11.06,65.1,1,Ground
plastic,pharmaceuticals,70.0,21.0,0.14,0.9,11.13,48.9,3,Air
jute,cosmetics,74.0,23.0,0.23,0.58,12.71,53.7,2,Ground
,home,69.0,5.0,0.64,0.53,22.37,83.3,3,Ground
plastic,pharmaceuticals,46.0,16.0,0.45,0.16,20.22,34.2,,Ground
metal,home,86.0,19.0,0.72,0.72,16.1,17.4,,Air
jute,pharmaceuticals,31.0,22.0,0.38,0.7,22.19,55.2,1,Ground
glass,cosmetics,91.0,18.0,0.29,0.97,,94.5,1,
bagasse,electronics,38.0,5.0,0.34,0.3,20.56,51.8,2,Ground
plastic,cosmetics,97.0,17.0,0.6,,14.31,83.2,3,Air
jute,electronics,46.0,19.0,0.49,0.43,13.37,75.7,,Ground
plastic,electronics,79.0,11.0,0.73,0.56,18.24,51.8,3,Ground
,home,69.0,19.0,0.52,0.82,0.98,64.8,2,Air
paper,cosmetics,87.0,24.0,0.45,,17.41,40.7,1,Ground
bagasse,pharmaceuticals,,14.0,0.65,0.34,23.4,53.1,3,Ground
plastic,cosmetics,47.0,18.0,0.76,0.77,17.99,50.7,1,Ground
paper,home,84.0,10.0,0.35,0.57,1.4,,1,Air
jute,electronics,58.0,18.0,0.27,0.09,9.76,41.0,,Air
paper,home,53.0,16.0,0.53,0.43,20.33,10.0,2,Ground
bagasse,food,,15.0,0.45,0.59,23.99,78.9,1,
plastic,,47.0,24.0,0.79,0.91,9.57,68.5,2,Ground
bamboo,pharmaceuticals,71.0,23.0,0.42,,21.11,95.0,1,Air
metal,home,74.0,6.0,0.15,0.81,21.66,42.9,3,Ground
jute,pharmaceuticals,46.0,24.0,0.78,0.13,3.52,7.8,,Air
plastic,pharmaceuticals,43.0,,0.69,0.24,21.22,12.2,,
bagasse,food,,12.0,0.22,0.24,8.44,77.3,,Air
jute,pharmaceuticals,58.0,18.0,,,15.03,6.8,2,Air
glass,food,33.0,13.0,0.34,0.2,13.7,90.8,,Ground
,electronics,49.0,6.0,0.36,0.79,16.74,,1,Ground
,home,76.0,9.0,0.73,0.46,18.64,89.9,3,Air
bagasse,pharmaceuticals,38.0,12.0,0.47,1.0,11.3,77.4,3,Air
glass,food,56.0,20.0,0.2,0.84,22.26,87.1,1,Ground
plastic,cosmetics,44.0,20.0,,0.74,20.33,21.4,2,Ground
bamboo,pharmaceuticals,48.0,17.0,,0.87,19.74,59.6,3,Air
jute,electronics,81.0,24.0,0.22,0.63,11.73,9.4,2,Ground
paper,electronics,55.0,19.0,0.51,0.84,1.42,20.2,1,Ground
jute,cosmetics,55.0,5.0,0.59,0.26,,,2,Ground
metal,food,55.0,7.0,0.34,0.1,22.51,74.1,3,Air
plastic,pharmaceuticals,75.0,10.0,0.59,,5.17,2.5,,Air
jute,food,,18.0,0.72,0.43,24.57,90.3,2,Ground
paper,electronics,82.0,8.0,0.43,0.43,20.29,7.1,3,Ground
plastic,,,22.0,0.37,0.53,17.89,37.6,,Ground
jute,electronics,95.0,19.0,0.28,,17.09,8.1,2,Ground
bamboo,food,71.0,,0.52,0.63,14.88,76.9,1,Air
bagasse,cosmetics,48.0,22.0,0.72,0.03,18.16,14.1,2,Air
plastic,home,46.0,7.0,0.33,0.97,10.84,88.5,,Air
bagasse,cosmetics,62.0,14.0,0.38,0.92,21.21,53.0,1,
plastic,cosmetics,78.0,21.0,0.38,0.94,17.56,94.8,2,Ground
bamboo,home,85.0,11.0,0.49,0.37,19.4,29.0,,Air
bagasse,home,92.0,19.0,,0.53,19.92,,3,Air
glass,pharmaceuticals,32.0,5.0,0.68,0.95,2.76,69.4,1,Ground
paper,pharmaceuticals,78.0,,,0.9,1.86,,3,Ground
glass,cosmetics,,21.0,0.59,0.79,20.12,42.1,1,
jute,cosmetics,55.0,9.0,0.46,0.41,,89.2,1,Air
bamboo,electronics,81.0,11.0,0.51,0.56,14.76,11.8,,Ground
glass,electronics,36.0,23.0,0.23,0.79,11.37,70.9,,Air
plastic,pharmaceuticals,75.0,19.0,,,1.04,,1,Air
jute,pharmaceuticals,75.0,7.0,0.23,0.63,1.49,10.1,1,Air
,electronics,45.0,19.0,0.18,,20.76,38.7,1,Air
glass,electronics,53.0,9.0,0.48,0.71,15.39,88.0,2,Ground
,food,90.0,16.0,0.6,,,98.1,3,
bamboo,food,,24.0,,0.58,23.64,39.3,1,Air
paper,electronics,91.0,9.0,,0.99,4.74,,2,
glass,food,30.0,7.0,0.66,0.6,6.82,51.0,1,Air
metal,home,78.0,13.0,0.67,0.79,19.04,71.7,1,
,pharmaceuticals,54.0,13.0,0.27,0.73,19.49,4.5,3,Air
bagasse,pharmaceuticals,39.0,11.0,0.53,0.7,10.42,55.7,3,Air
plastic,electronics,45.0,6.0,0.41,0.72,23.8,7.0,1,Air
metal,cosmetics,87.0,20.0,0.54,,23.49,26.9,1,Ground
metal,electronics,58.0,,0.7,0.47,0.8,56.7,1,Ground
,food,35.0,17.0,0.16,0.47,4.72,80.7,2,
bagasse,cosmetics,45.0,23.0,,0.03,20.6,56.1,1,Air
jute,food,49.0,24.0,0.45,0.24,8.71,93.6,2,Ground
paper,home,72.0,21.0,0.49,0.15,2.84,81.0,,
plastic,food,55.0,10.0,0.56,0.89,19.73,15.6,1,
bamboo,home,62.0,8.0,0.75,0.27,11.64,38.9,3,Air
metal,home,55.0,5.0,0.14,0.14,,66.8,1,
bamboo,food,74.0,22.0,0.12,0.12,5.07,93.8,3,Ground
glass,,92.0,23.0,0.22,,16.69,98.8,2,Ground
glass,home,96.0,13.0,0.79,0.01,14.01,76.3,3,Air
,cosmetics,81.0,17.0,0.6,,5.56,57.4,1,Ground
glass,home,97.0,12.0,0.53,0.12,8.84,75.7,,Ground
paper,pharmaceuticals,55.0,17.0,0.13,,15.12,,1,Air
bagasse,home,,19.0,0.72,0.96,23.16,28.4,,Air
glass,cosmetics,43.0,15.0,0.67,0.96,23.05,65.4,3,
jute,pharmaceuticals,59.0,16.0,0.57,0.44,7.55,87.2,2,Air
glass,electronics,78.0,18.0,0.34,0.64,18.52,,2,Air
plastic,,41.0,8.0,0.15,0.6,19.5,,3,Ground
paper,cosmetics,73.0,5.0,0.51,0.35,20.32,79.7,,Air
plastic,home,62.0,8.0,0.6,0.44,14.48,85.2,3,Ground
plastic,food,42.0,23.0,0.17,0.06,,62.3,3,
jute,cosmetics,55.0,13.0,0.54,0.8,19.16,34.8,3,Air
paper,pharmaceuticals,50.0,14.0,0.3,0.24,3.11,61.9,,Ground
paper,pharmaceuticals,57.0,8.0,0.63,0.46,3.36,58.4,1,Air
paper,electronics,77.0,24.0,0.48,0.48,15.34,60.7,1,Ground
paper,pharmaceuticals,69.0,13.0,0.19,0.56,24.6,61.9,3,
paper,cosmetics,95.0,17.0,0.47,0.82,6.44,84.7,2,Air
jute,pharmaceuticals,,,,0.69,16.32,17.0,2,Ground
glass,cosmetics,77.0,15.0,0.23,0.66,7.94,36.7,1,Ground
plastic,food,31.0,16.0,0.69,0.53,22.52,58.6,3,Ground
paper,,49.0,22.0,0.11,0.1,15.04,28.3,1,Air
,,88.0,16.0,0.32,0.4,5.58,,2,Air
glass,cosmetics,75.0,20.0,0.11,0.96,6.92,26.3,2,
glass,home,32.0,9.0,0.17,1.0,11.1,47.0,1,Air
,electronics,84.0,24.0,0.31,0.73,3.49,87.7,3,Air
jute,food,41.0,16.0,0.14,0.23,2.43,8.0,2,Air
bamboo,cosmetics,,15.0,0.52,0.1,17.16,82.1,3,Ground
bamboo,food,95.0,13.0,0.16,0.41,,57.1,1,
glass,food,45.0,22.0,0.59,0.86,18.29,3.2,1,Ground
bagasse,pharmaceuticals,63.0,7.0,0.14,0.72,,90.3,1,Air
bagasse,pharmaceuticals,73.0,24.0,0.14,0.88,15.44,3.9,1,Air
plastic,cosmetics,35.0,21.0,0.31,0.62,11.36,51.5,1,
bamboo,home,93.0,18.0,0.73,0.13,1.92,4.9,1,Air
glass,cosmetics,51.0,5.0,0.55,0.11,13.85,7.1,3,Ground
jute,home,47.0,21.0,0.64,0.05,2.53,88.7,,Air
bamboo,food,41.0,12.0,0.2,0.57,20.78,76.6,,Ground
glass,electronics,81.0,9.0,0.68,0.24,15.98,19.7,,Ground
glass,,,9.0,,0.73,14.15,62.0,2,Ground
,cosmetics,77.0,13.0,0.25,0.69,3.77,79.5,2,
jute,home,48.0,7.0,0.53,0.32,,89.0,1,
paper,food,35.0,23.0,0.36,0.18,12.58,46.8,1,Air
plastic,food,56.0,13.0,0.79,0.1,16.02,89.7,3,
paper,home,82.0,22.0,0.12,0.74,4.99,,3,Ground
metal,food,77.0,20.0,0.8,0.45,0.72,68.8,3,Ground
paper,pharmaceuticals,36.0,5.0,0.54,0.32,,97.9,3,Air
metal,,88.0,6.0,0.49,0.86,12.33,23.6,1,Air
bamboo,cosmetics,98.0,18.0,0.14,0.59,5.02,16.9,,
bagasse,electronics,40.0,18.0,0.29,0.52,12.56,34.2,2,Air
glass,cosmetics,44.0,5.0,0.75,0.74,8.79,16.4,,Air
metal,pharmaceuticals,93.0,20.0,0.35,0.82,11.65,28.4,,Air
jute,food,32.0,19.0,0.56,0.69,9.01,74.3,,
paper,,98.0,19.0,0.8,0.44,15.9,47.8,1,Ground
metal,pharmaceuticals,52.0,,0.28,0.38,1.55,37.5,1,
jute,electronics,82.0,20.0,0.5,0.77,4.69,36.9,2,Air
bagasse,home,66.0,18.0,0.59,0.52,11.1,19.5,3,Air
,food,38.0,19.0,0.22,0.7,9.23,44.7,1,Ground
,pharmaceuticals,,19.0,0.2,,10.09,62.5,1,Ground
plastic,home,32.0,23.0,0.42,0.92,20.19,13.9,2,Air
paper,pharmaceuticals,99.0,12.0,0.37,0.28,22.22,97.3,,
bamboo,pharmaceuticals,46.0,,0.6,0.19,6.59,44.3,2,Air
metal,food,55.0,6.0,0.15,0.26,20.99,94.8,3,Air
glass,cosmetics,50.0,14.0,,0.75,11.74,13.5,2,Ground
plastic,home,,7.0,0.11,0.37,7.21,76.7,1,Air
paper,food,40.0,21.0,0.52,0.17,24.64,61.8,1,Air
jute,pharmaceuticals,67.0,12.0,0.49,0.1,20.71,,3,
plastic,food,64.0,8.0,0.19,0.33,24.86,60.1,3,Air
metal,cosmetics,43.0,18.0,0.21,0.14,4.62,96.3,2,
plastic,home,43.0,14.0,0.65,0.16,4.02,62.7,2,Air
metal,cosmetics,39.0,5.0,0.72,0.68,12.83,78.5,3,Air
paper,electronics,41.0,8.0,0.3,0.02,16.15,87.8,3,Air
metal,home,67.0,5.0,,0.12,4.69,71.5,1,Ground
plastic,cosmetics,63.0,21.0,0.35,0.84,21.58,,2,Ground
jute,pharmaceuticals,70.0,21.0,0.15,0.84,13.53,27.3,3,Air
bagasse,home,39.0,,0.57,0.33,,85.4,2,Ground
plastic,home,46.0,24.0,0.68,0.09,15.25,48.1,,Ground
metal,food,46.0,,,0.7,16.06,62.1,3,
bagasse,pharmaceuticals,96.0,17.0,0.79,,1.55,7.9,1,Air
metal,electronics,,,0.15,0.05,25.0,49.7,3,Ground
jute,cosmetics,30.0,23.0,,0.16,,69.8,2,Ground
metal,,41.0,17.0,0.41,,2.01,58.4,3,
paper,cosmetics,33.0,15.0,0.41,0.59,21.38,44.9,3,Air
glass,electronics,,19.0,0.42,0.9,24.83,22.3,2,Ground
plastic,,42.0,14.0,0.28,0.79,20.5,31.0,3,Air
glass,home,33.0,13.0,0.6,0.55,21.37,70.1,3,Ground
metal,electronics,98.0,13.0,,0.42,,22.4,3,Ground
jute,cosmetics,48.0,24.0,0.3,0.62,23.1,,1,Ground
plastic,pharmaceuticals,31.0,5.0,0.68,0.44,,59.0,2,Air
metal,pharmaceuticals,41.0,21.0,0.32,0.25,19.28,97.0,3,Air
bagasse,home,35.0,16.0,0.61,0.68,,6.1,,Ground
bamboo,cosmetics,37.0,14.0,0.18,0.87,1.71,10.8,2,Air
metal,cosmetics,80.0,9.0,0.22,0.37,13.83,50.6,1,Air
glass,electronics,40.0,22.0,0.32,0.84,13.12,,2,Air
plastic,cosmetics,92.0,19.0,0.52,0.43,,4.0,2,Air
glass,food,86.0,10.0,0.55,0.4,2.4,82.6,,
plastic,electronics,41.0,11.0,0.38,0.03,20.23,49.5,3,Air
metal,food,31.0,21.0,0.15,0.7,3.92,34.7,,
paper,home,,10.0,0.36,0.81,10.76,,3,
bagasse,pharmaceuticals,40.0,12.0,0.58,,22.09,86.1,1,Ground
metal,home,82.0,16.0,0.57,0.15,14.23,19.7,3,
glass,pharmaceuticals,39.0,18.0,0.21,0.1,9.8,16.0,3,Ground
bamboo,home,37.0,16.0,0.11,0.57,1.68,21.3,,Ground
bamboo,cosmetics,65.0,14.0,0.63,0.4,16.97,62.5,1,Air
jute,food,43.0,24.0,0.17,0.43,24.67,81.1,1,Ground
plastic,pharmaceuticals,83.0,19.0,0.16,0.97,22.84,33.1,1,Ground
glass,electronics,50.0,11.0,0.1,0.72,18.07,17.3,2,Ground
jute,food,79.0,13.0,0.4,0.41,3.08,20.9,1,Air
glass,electronics,68.0,14.0,0.45,0.02,6.37,61.9,3,Ground
plastic,,49.0,,0.55,0.03,5.08,24.6,3,
,,36.0,,0.31,0.68,9.21,87.7,,Ground
metal,home,38.0,11.0,0.6,0.84,,10.4,2,Ground
bamboo,pharmaceuticals,30.0,9.0,0.22,0.71,6.49,3.2,,Air
metal,pharmaceuticals,,7.0,0.68,0.41,15.61,8.8,2,Air
metal,food,67.0,22.0,0.5,0.03,8.31,84.6,1,Ground
paper,cosmetics,67.0,15.0,,0.97,17.09,,2,Air
bamboo,cosmetics,90.0,19.0,0.25,0.99,23.72,95.8,2,Ground
jute,,73.0,24.0,,0.55,16.14,33.6,1,Air
bagasse,electronics,73.0,9.0,0.43,0.07,18.92,21.3,3,Ground
paper,home,91.0,16.0,0.53,0.54,18.91,56.2,,Ground
jute,food,35.0,8.0,0.17,0.89,8.6,53.8,3,Ground
plastic,electronics,46.0,19.0,0.77,0.68,0.87,59.1,2,Air
paper,,80.0,13.0,0.79,0.72,1.85,34.8,2,Ground
jute,food,67.0,11.0,0.48,0.08,7.41,0.6,,Ground
plastic,home,53.0,14.0,0.77,0.11,17.39,3.5,3,
,electronics,80.0,17.0,0.23,,,66.4,2,Ground
bagasse,home,39.0,12.0,0.12,0.9,23.99,52.3,2,Ground
plastic,pharmaceuticals,50.0,16.0,0.13,0.53,1.13,82.1,,
metal,home,99.0,23.0,0.51,0.79,24.76,30.0,2,Ground
glass,cosmetics,86.0,,,0.12,8.4,81.5,1,Ground
plastic,cosmetics,68.0,20.0,0.77,0.93,21.15,42.5,,Air
plastic,home,62.0,21.0,0.2,0.82,4.92,9.7,2,
bagasse,cosmetics,88.0,22.0,0.31,0.22,2.04,97.8,1,Air
glass,pharmaceuticals,47.0,15.0,0.68,0.87,9.77,51.2,1,Ground
metal,food,85.0,22.0,0.25,0.26,21.54,62.9,1,Ground
jute,cosmetics,86.0,11.0,0.27,0.21,5.91,67.1,3,Air
jute,,77.0,22.0,0.55,0.26,4.27,36.2,3,Ground
plastic,home,71.0,12.0,0.29,0.91,22.79,74.8,1,Ground
glass,pharmaceuticals,56.0,10.0,0.25,0.92,23.49,87.0,,Ground
glass,food,81.0,11.0,0.28,0.33,0.81,38.7,2,
metal,home,71.0,14.0,0.44,0.71,18.32,65.7,1,Air
bagasse,home,61.0,15.0,0.78,0.68,8.08,75.7,1,Ground
bamboo,pharmaceuticals,55.0,17.0,0.68,0.81,9.68,19.0,3,Ground
jute,food,,13.0,0.3,0.3,11.99,33.3,1,Ground
bagasse,pharmaceuticals,52.0,11.0,0.35,,10.96,10.9,1,Air
paper,food,86.0,13.0,0.43,,13.12,60.2,3,Air
jute,pharmaceuticals,81.0,17.0,0.79,0.03,14.77,,2,Ground
bagasse,home,60.0,7.0,0.22,0.38,11.91,61.1,3,Air
jute,home,93.0,7.0,0.35,0.7,17.69,18.0,3,Air
bamboo,electronics,62.0,5.0,0.61,0.25,18.11,54.6,,Ground
paper,cosmetics,,24.0,0.77,,11.29,83.5,1,Ground
bamboo,pharmaceuticals,,6.0,0.21,0.03,,30.3,1,Ground
metal,,76.0,7.0,,0.96,16.2,83.3,,Ground
paper,cosmetics,62.0,19.0,0.26,0.22,19.44,78.5,3,Ground
plastic,pharmaceuticals,64.0,10.0,,0.05,16.13,2.2,3,
bagasse,food,,17.0,0.52,0.29,14.91,23.9,1,
paper,cosmetics,47.0,5.0,0.57,0.79,6.12,54.3,1,Air
metal,home,59.0,24.0,0.52,0.75,16.31,71.8,1,Ground
metal,,73.0,23.0,0.15,0.21,8.7,88.1,,Air
bamboo,cosmetics,82.0,5.0,0.15,0.2,23.03,,1,Air
jute,cosmetics,39.0,6.0,0.25,0.64,16.52,38.0,2,Ground
paper,,81.0,19.0,0.3,0.46,7.32,18.5,2,
bagasse,pharmaceuticals,78.0,18.0,0.65,0.79,12.09,,1,
paper,food,40.0,23.0,0.21,0.02,21.24,20.7,1,
glass,home,95.0,15.0,0.13,0.61,8.72,69.5,2,Ground
jute,food,87.0,19.0,0.38,0.73,13.37,18.1,1,Ground
bagasse,pharmaceuticals,65.0,10.0,0.39,0.99,17.15,9.1,1,Air
bagasse,cosmetics,62.0,24.0,,,18.99,25.1,1,Ground
plastic,food,76.0,13.0,0.68,0.23,4.76,,2,Ground
bamboo,electronics,42.0,,0.17,0.11,14.35,64.7,3,Air
plastic,electronics,69.0,24.0,0.59,0.64,22.85,16.1,1,Ground
bagasse,home,97.0,6.0,0.34,0.52,24.22,93.0,3,Air
jute,pharmaceuticals,71.0,10.0,0.32,0.9,16.58,55.4,3,Air
paper,home,48.0,22.0,0.75,0.73,24.6,49.1,3,Air
paper,home,48.0,23.0,0.27,0.51,14.48,43.5,1,Ground
jute,home,87.0,13.0,0.55,0.4,,56.7,2,Ground
bagasse,electronics,52.0,10.0,0.29,0.4,14.01,2.2,,Air
metal,electronics,83.0,18.0,0.46,0.23,3.33,99.0,,Ground
paper,home,94.0,,0.65,0.02,10.34,55.8,,Air
metal,electronics,41.0,15.0,0.72,0.57,11.73,3.5,2,Ground
,pharmaceuticals,53.0,16.0,0.69,0.21,21.29,59.0,3,Ground
paper,home,,23.0,0.51,0.21,19.09,43.7,3,Air
bamboo,electronics,82.0,23.0,0.27,0.13,15.23,2.4,3,Air
bamboo,food,37.0,23.0,0.56,0.19,9.01,,,Air
glass,home,47.0,,0.6,0.03,5.08,1.1,1,
plastic,home,86.0,18.0,,0.67,9.02,57.8,1,Ground
jute,pharmaceuticals,34.0,,,0.4,17.16,96.2,2,Ground
jute,cosmetics,55.0,,0.69,0.56,6.94,23.8,,Air
jute,cosmetics,59.0,8.0,0.44,0.64,10.96,25.4,,Ground
glass,,83.0,,0.32,0.97,9.98,0.0,3,
bamboo,pharmaceuticals,42.0,21.0,0.71,0.07,19.26,6.6,1,Air
bagasse,pharmaceuticals,58.0,8.0,0.21,0.42,22.15,4.5,3,Ground
metal,cosmetics,32.0,16.0,,0.25,17.63,82.3,1,
metal,pharmaceuticals,87.0,17.0,0.58,0.48,8.87,83.7,3,Ground
,electronics,31.0,8.0,0.35,0.92,11.11,72.7,3,Air
glass,home,57.0,14.0,0.6,,,35.3,1,Air
bagasse,home,,7.0,,0.66,4.62,82.1,1,Air
jute,food,36.0,19.0,0.28,0.44,4.53,54.0,1,Ground
plastic,food,55.0,6.0,0.21,0.67,3.7,30.4,1,Ground
paper,home,45.0,21.0,0.77,0.03,,43.7,3,
metal,electronics,52.0,,0.38,0.59,5.47,,1,Air
bamboo,cosmetics,69.0,12.0,0.34,0.55,3.24,94.5,1,Air
bamboo,cosmetics,,7.0,0.11,0.35,16.19,61.9,1,Air
glass,electronics,61.0,22.0,0.21,0.2,24.76,,3,Air
bamboo,cosmetics,44.0,5.0,0.39,0.81,22.04,67.7,2,Air
jute,pharmaceuticals,42.0,20.0,0.15,0.05,1.62,66.8,1,Air
metal,,34.0,11.0,0.46,0.07,10.86,1.7,3,Ground
bagasse,home,81.0,7.0,0.42,0.44,21.55,52.5,2,Air
jute,electronics,70.0,8.0,0.64,0.25,3.8,82.2,2,
glass,cosmetics,82.0,13.0,0.56,0.75,21.27,4.5,3,
jute,food,79.0,9.0,0.41,0.63,15.02,95.6,1,
,food,44.0,23.0,0.26,0.77,23.32,42.4,3,Air
plastic,cosmetics,36.0,19.0,0.61,0.32,21.96,29.0,2,
glass,food,69.0,12.0,0.6,0.74,17.09,53.2,2,Air
plastic,electronics,,10.0,0.21,0.86,16.62,80.1,1,
paper,electronics,61.0,22.0,0.74,0.35,5.72,47.5,3,Ground
,cosmetics,44.0,,0.15,0.34,3.36,64.5,2,Ground
paper,food,99.0,19.0,0.14,0.9,10.68,50.0,1,Ground
,electronics,,11.0,0.23,0.05,5.07,63.1,,Ground
plastic,electronics,33.0,14.0,0.74,0.35,3.01,13.8,2,
glass,pharmaceuticals,,10.0,0.46,0.12,7.91,3.9,3,Ground
bagasse,pharmaceuticals,55.0,18.0,0.65,0.03,21.58,,,Air
jute,electronics,,,0.26,0.11,0.92,28.6,3,Ground
jute,cosmetics,66.0,13.0,0.44,,7.67,25.3,2,Air
,home,,23.0,0.35,0.69,,61.5,1,Air
,home,69.0,9.0,,,13.01,45.6,3,
metal,electronics,,11.0,,0.85,4.95,3.9,,Ground
paper,electronics,45.0,23.0,0.27,0.44,24.12,3.5,2,Ground
paper,electronics,90.0,24.0,0.21,0.97,14.68,9.1,1,Ground
glass,cosmetics,97.0,11.0,0.7,0.95,13.29,35.3,1,Ground
bamboo,pharmaceuticals,60.0,6.0,0.43,0.77,0.72,0.6,1,Ground
plastic,electronics,82.0,20.0,0.38,0.93,12.4,49.4,2,
paper,electronics,54.0,17.0,0.41,0.71,21.02,,,Air
jute,food,73.0,12.0,0.78,0.9,5.88,,1,
glass,cosmetics,41.0,10.0,0.7,,9.1,72.1,2,
plastic,electronics,38.0,10.0,0.59,0.35,1.0,25.1,2,
glass,food,41.0,13.0,0.3,0.75,,15.7,,
plastic,,98.0,8.0,0.22,0.42,2.13,27.8,2,Air
plastic,,83.0,15.0,0.75,0.84,22.51,0.2,1,Ground
bagasse,electronics,83.0,9.0,0.4,0.88,8.17,12.0,1,Ground
paper,food,,21.0,0.3,0.3,14.9,75.1,2,Ground
glass,cosmetics,85.0,24.0,0.43,0.82,,,3,Ground
glass,electronics,98.0,11.0,0.74,0.15,3.95,99.4,1,
bagasse,home,,19.0,,0.33,11.37,16.8,2,Air
jute,electronics,71.0,19.0,0.49,0.52,8.47,78.9,3,Ground
jute,home,67.0,18.0,0.66,0.23,1.89,70.5,2,Air
metal,pharmaceuticals,97.0,17.0,0.4,0.58,,32.2,,Air
paper,pharmaceuticals,82.0,15.0,0.26,0.58,1.61,33.1,,Air
paper,home,62.0,17.0,0.8,0.21,16.5,56.4,,Air
bamboo,cosmetics,85.0,13.0,0.77,0.8,8.19,85.2,3,Air
bagasse,electronics,80.0,,0.69,0.63,5.21,38.6,,Air
jute,electronics,72.0,,0.58,0.32,16.84,6.1,,
plastic,pharmaceuticals,44.0,21.0,0.31,0.23,14.58,37.4,2,
glass,home,67.0,18.0,0.74,0.88,8.22,20.7,2,Air
paper,electronics,44.0,22.0,0.29,0.84,13.07,93.9,2,Air
glass,electronics,34.0,,0.66,0.23,6.53,69.7,2,Ground
glass,cosmetics,83.0,20.0,0.74,0.04,21.66,5.1,1,Air
bamboo,food,80.0,5.0,0.52,0.8,8.19,29.3,,Air
