product_id,product_name,product_category,product_subcategory,product_weight_g,volume_cm3,fragility_level,temperature_sensitivity,hazard_level,material_type,price_inr
P000245,Canon EOS 1500D DSLR,Electronics,Charger,208.0,569.0,Medium,Medium,Low,Greaseproof Paper,
P000246,Biotique Neem Face Wash,Cosmetics,Haircare,419.0,588.0,Medium,Medium,Low,Mushroom Packaging,
P000247,Synergistic disintermediate toolset,Household Goods,Cleaning Supply,1136.0,1002.0,Low,Low,Medium,Bamboo Pulp,
P000248,Maggi Noodles Pack,Food,Dairy,949.0,1036.0,Low,High,Low,PP Plastic,
P000249,Stand-alone 3rdgeneration approach,Pharmaceuticals,Liquid Medicine,316.0,438.0,High,High,Medium,Mushroom Packaging,
P000250,Nestle Milkmaid,Food,Snack,61.0,118.0,Low,Low,Low,Jute Fiber,
P000251,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,199.0,256.0,High,Medium,Low,Rice Husk Composite,
P000252,Pond’s BB Cream,Cosmetics,Cream,158.0,263.0,High,Medium,Low,PLA Bioplastic,
P000253,Triple-buffered actuating task-force,Apparel,Bottomwear,897.0,3328.0,Low,Low,Low,HDPE Plastic,
P000254,Open-architected intangible throughput,Pharmaceuticals,Liquid Medicine,291.0,441.0,High,High,Medium,Recycled Paper,
P000255,Programmable vadical flexibility,Apparel,Bottomwear,801.0,2193.0,Low,Low,Low,Cotton Fiber,
P000256,Open-source regional process improvement,Household Goods,Cleaning Supply,860.0,952.0,High,Low,Medium,Palm Fiber,
P000257,Fortune Soya Oil 1L,Food,Canned Food,410.0,340.0,Medium,Medium,Low,Kraft Paper,
P000258,Centralized asynchronous adapter,Pharmaceuticals,Liquid Medicine,311.0,257.0,High,High,Medium,Stainless Steel,
P000259,Versatile 6thgeneration budgetary management,Apparel,Topwear,192.0,2462.0,Low,Low,Low,Coir Fiber,
P000260,Kissan Mixed Fruit Jam,Food,Dairy,,1096.0,Low,High,Low,Edible Films,
P000261,Biotique Neem Face Wash,Cosmetics,Haircare,535.0,577.0,Medium,Medium,Low,Recycled Paper,
P000262,Dell Inspiron 15,Electronics,Charger,313.0,469.0,Medium,Medium,Low,PHBV Bioplastic,
P000263,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,169.0,147.0,High,Medium,Low,Glass (Soda-lime),
P000264,Sunfeast Dark Fantasy Choco aills,Food,Snack,59.0,97.0,Low,Low,Low,Palm Fiber,
P000265,Nivea Men Face Wash,Cosmetics,Cream,151.0,285.0,High,Medium,Low,PS Plastic,
P000266,Realigned well-modulated concept,Apparel,Topwear,249.0,1473.0,Low,Low,Low,Coconut Husk Fiber,
P000267,Up-sized neutral function,Apparel,Topwear,247.0,1642.0,Low,Low,Low,Corrugated Paper,
P000268,Business-focused modular parallelism,Household Goods,Cleaning Supply,1195.0,,Low,Low,Medium,PP Plastic,
P000269,Samsung Galaxy S21,Electronics,Charger,249.0,569.0,Medium,Medium,Low,PBAT Bioplastic,
P000270,Pond’s BB Cream,Cosmetics,Cream,229.0,296.0,High,Medium,Low,Seaweed Film,
P000271,Compatible analyzing Local Area Network,Household Goods,Cleaning Supply,1092.0,937.0,Low,Low,Medium,Coir Fiber,
P000272,TP-Link Wireless Router,Electronics,Audio Device,0.0,1239.0,Medium,Low,Low,Rice Husk Composite,
P000273,Sunfeast Dark Fantasy Choco Fills,Food,Snack,63.0,144.0,Low,Low,Low,Glass (Borosilicate),
P000274,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,347.0,423.0,Medium,Medium,Low,Bamboo Pulp,
P000275,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,1091.0,1008.0,Low,High,Low,Edible Films,
P000276,Apple iPad 9th Gen,Electronics,Charger,202.0,550.0,Medium,Medium,Low,Wheat Straw,
P000277,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,176.0,139.0,High,Medium,Low,Recycled Paper,
P000278,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,249.0,598.0,Medium,Medium,Low,Bamboo Pulp,
P000279,De-engineered leadingedge system engine,Pharmaceuticals,OTC Medicine,196.0,188.0,High,Medium,Medium,PP Plastic,
P000280,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,897.0,1094.0,Medium,Low,Low,PHBV Bioplastic,
P000281,Compatible tertiary support,Apparel,Bottomwear,741.0,2128.0,Low,Low,Low,Stainless Steel,
P000282,Digitized bottom-line contingency,Household Goods,Cleaning Supply,678.0,766.0,High,Low,Medium,PHA Bioplastic,
P000283,Fortune Soya Oil 1L,Food,Dairy,1099.0,907.0,Low,High,Low,Tinplate,
P000284,Mandatory background adapter,Apparel,Topwear,271.0,2026.0,Low,Low,Low,Cotton Fiber,
P000285,Maggi Noodles Pack,Food,Snack,53.0,132.0,Low,Low,Low,Sugarcane Bagasse,
P000286,TP-Link Wireless Router,Electronics,Mobile Device,197.0,174.0,High,Medium,Low,PLA Bioplastic,
P000287,Stand-alone disintermediate encryption,Pharmaceuticals,Liquid Medicine,204.0,308.0,High,High,Medium,PVC Plastic,
P000288,Apple iPad 9th Gen,Electronics,Mobile Device,187.0,254.0,High,Medium,Low,Kraft Paper,
P000289,Fortune Soya Oil 1L,Food,Canned Food,397.0,421.0,Medium,Medium,Low,Coconut Husk Fiber,
P000290,Optimized grid-enabled open architecture,Apparel,Bottomwear,805.0,3365.0,Low,Low,Low,LDPE Plastic,
P000291,Enhanced web-enabled attitude,Pharmaceuticals,OTC Medicine,133.0,232.0,High,Medium,Medium,Jute Fiber,
P000292,Open-source asynchronous portal,Apparel,Bottomwear,771.0,2959.0,Low,Low,Low,AirCarbon,
P000293,Sharable actuating time-frame,Pharmaceuticals,Liquid Medicine,267.0,323.0,High,High,Medium,Bamboo Pulp,
P000294,Mamaearth Ubtan Face Pack,Cosmetics,Cream,156.0,181.0,High,Medium,Low,Corrugated Paper,
P000295,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,515.0,527.0,Medium,Medium,Low,LDPE Plastic,
P000296,Kissan Mixed Fruit Jam,Food,Dairy,1088.0,925.0,Low,High,Low,LDPE Plastic,
P000297,Fortune Soya Oie 1L,Food,Canned Food,361.0,398.0,Medium,Medium,Low,EVOH Film,
P000298,Tata Salt 1kg,Food,Canned Food,393.0,317.0,Medium,Medium,Low,Bamboo Pulp,
P000299,Apple iPad 9th Gen,Electronics,Mobile Device,214.0,187.0,High,Medium,Low,HDPE Plastic,
P000300,Dell Inspiron 15,Electronics,Mobile Device,159.0,155.0,High,Medium,Low,AirCarbon,
P000301,Integrated real-time Internet solution,Apparel,Bottomwear,770.0,2667.0,Low,Low,Low,Edible Films,
P000302,Kissan Mixed Fruit Jam,Food,Canned Food,380.0,431.0,Medium,Medium,Low,Cotton Fiber,
P000303,Ergonomic multimedia projection,Household Goods,Cleaning Supply,906.0,1067.0,Low,Low,Medium,Recycled Paper,
P000304,Nestle Milkmaid,Food,Dairy,942.0,994.0,Low,High,Low,Tinplate,
P000305,Canon EOS 1500D DSLR,Electronics,Charger,270.0,547.0,Medium,Medium,Low,EVOH Film,
P000306,Distributed modular matrix,Pharmaceuticals,Liquid Medicine,261.0,302.0,High,High,Medium,Cotton Fiber,99999.0
P000307,Down-sized heuristic benchmark,Apparel,Topwear,217.0,1796.0,Low,Low,Low,Glass (Borosilicate),
P000308,Customizable 24/7 groupware,Household Goods,Cleaning Supply,1112.0,979.0,Low,Low,Medium,Glass (Soda-lime),
P000309,Malaearth Ubtan Face Pack,Cosmetics,Cream,233.0,194.0,High,Medium,Low,Cellulose Acetate,
P000310,Aashirvaad Atta 5kg,Food,Canned Food,442.0,327.0,Medium,Medium,Low,Seaweed Film,
P000311,User-centric neutral challenge,Pharmaceuticals,Liquid Medicine,256.0,259.0,High,High,Medium,Edible Films,
P000312,Centralized value-added Internet solution,Apparel,Topwear,218.0,2341.0,Low,Low,Low,Hemp Fiber,
P000313,Samsung Galaxy S21,Electronics,Audio Device,621.0,945.0,Medium,Low,Low,AirCarbon,
P000314,Multi-channeled demand-driven circuit,Pharmaceuticals,OTC Medicine,98.0,229.0,High,Medium,Medium,Mushroom Packaging,
P000315,Pre-emptive neutral firmware,Pharmaceuticals,OTC Medicine,182.0,198.0,High,Medium,Medium,Seaweed Film,99999.0
P000316,Fortune Soya Oil 1L,Food,Dairy,976.0,1186.0,Low,High,Low,PHBV Bioplastic,
P000317,Cloned tertiary framework,Pharmaceuticals,Liquid Medicine,395.0,448.0,High,High,Medium,Jute Fiber,
P000318,Business-focused 24/7 algorithm,Pharmaceuticals,Liquid Medicine,316.0,350.0,High,High,Medium,Greaseproof Paper,
P000319,Maybelline Mascara,Cosmetics,Cream,188.0,162.0,High,Medium,Low,Glass (Soda-lime),
P000320,Xiaomi Mx Power Bank 20000mAh,Electronics,Mobile Device,215.0,213.0,High,Medium,Low,Greaseproof Paper,
P000321,Virtual modular workforce,Apparel,Bottomwear,804.0,2509.0,Low,Low,Low,Coconut Husk Fiber,
P000322,Dell Inspiron 15,Electronics,Audio Device,537.0,1102.0,Medium,Low,Low,Cotton Fiber,
P000323,TP-Link Wireless Router,Electronics,Audio Device,685.0,853.0,Medium,Low,Low,EVOH Film,
P000324,Aashirvaad Atta 5kg,Food,Snack,42.0,85.0,Low,Low,Low,Kraft Paper,
P000325,Enterprise-widu fresh-thinking workforce,Apparel,Topwear,295.0,1641.0,Low,Low,Low,PLA Bioplastic,
P000326,L'Oréal Paris Shamooo 175ml,Cosmetics,Cream,159.0,211.0,High,Medium,Low,Kraft Paper,
P000327,Canon EOS 1500D DSLR,Electronics,Charger,333.0,412.0,Medium,Medium,Low,Coconut Husk Fiber,
P000328,Mamaearth Ubtan Face Pack,Cosmetics,Cream,172.0,200.0,High,Medium,Low,Paperboard,
P000329,Decentralized logistical solution,Household Goods,Cleaning Supply,857.0,1287.0,Low,Low,Medium,PET Plastic,
P000330,Fortune Soya Oil 1L,Food,Canned Food,443.0,394.0,Medium,Medium,Low,LDPE Plastic,
P000331,Aashirvaad Atta 5kg,Food,Dairy,1008.0,1028.0,Low,High,Low,Edible Films,
P000332,Synchronized static groupware,Apparel,Bottomwear,816.0,,Low,Low,Low,Hemp Fiber,
P000333,Dell Inspiron 15,Electronics,Mobile Device,196.0,230.0,High,Medium,Low,Bamboo Pulp,
P000334,Logitech MX Master 3 Mouse,Electronics,Mobile Device,187.0,170.0,High,Medium,Low,HDPE Plastic,
P000335,Maybelline Mascara,Cosmetics,Cream,137.0,280.0,High,Medium,Low,PET Plastic,
P000336,Sony WH-1000XM5 Headphones,Electronics,Charger,333.0,,Medium,Medium,Low,Bamboo Pulp,
P000337,Biotique Neem Face Wash,Cosmetics,Haircare,373.0,405.0,Medium,Medium,Low,PHBV Bioplastic,
P000338,Dell Inspiron 15,Electronics,Mobile Device,176.0,281.0,High,Medium,Low,Coconut Husk Fiber,
P000339,Nivea Men Face Wash,Cosmetics,Haircare,549.0,474.0,Medium,Medium,Low,Cellulose Acetate,
P000340,TP-Link Wireless Router,Electronics,Mobile Device,150.0,202.0,High,Medium,Low,Kraft Paper,
P000341,Sony WH-1000XM5 Headphones,Electronics,Audio Device,427.0,1308.0,Medium,Low,Low,Tinplate,
P000342,Kissan Mixed Fruit Jam,Food,Dairy,971.0,1019.0,Low,High,Low,PHA Bioplastic,
P000343,Samsung Galaxy S21,Electronics,Charger,205.0,487.0,Medium,Medium,Low,PBAT Bioplastic,
P000344,Extended heuristic attitude,Pharmaceuticals,OTC Medicine,146.0,190.0,High,Medium,Medium,AirCarbon,
P000345,Logitech MX Master 3 Mouse,Electronics,Audio Device,719.0,1183.0,Medium,Low,Low,PHA Bioplastic,
P000346,Kissan Mixed Fruit Jam,Food,Dairy,1073.0,900.0,Low,High,Low,EVOH Film,
P000347,Cross-sroup coherent adapter,Apparel,Bottomwear,937.0,,Low,Low,Low,Edible Films,
P000348,Canon EOS 1500D DSLR,Electronics,Mobile Device,210.0,260.0,High,Medium,Low,PS Plastic,
P000349,Synchronized zero tolerance model,Pharmaceuticals,OTC Medicine,159.0,153.0,High,Medium,Medium,AirCarbon,
P000350,Canon EOS 1500D DSLR,Electronics,Audio Device,440.0,1421.0,Medium,Low,Low,Bamboo Pulp,
P000351,Visionary dynamic middleware,Household Goods,Cleaning Supply,1122.0,1255.0,Low,Low,Medium,Greaseproof Paper,
P000352,Multi-tiered mission-critical synergy,Pharmaceuticals,OTC Medicine,149.0,232.0,High,Medium,Medium,PHBV Bioplastic,
P000353,Sony WH-1000XM5 Headphones,Electronics,Charger,294.0,598.0,Medium,Medium,Low,Cellulose Acetate,
P000354,Kissan Mixed Fruit Jam,Food,Canned Food,403.0,382.0,Medium,Medium,Low,Glass (Soda-lime),
P000355,Mamaearth Ubtan Face Pack,Cosmetics,Cream,167.0,172.0,High,Medium,Low,Cellulose Acetate,
P000356,Maybelline Mascara,Cosmetics,Cream,193.0,249.0,High,Medium,Low,Stainless Steel,
P000357,Quality-focused attitude-oriented flexibility,Pharmaceuticals,OTC Medicine,116.0,132.0,High,Medium,Medium,Glass (Borosilicate),
P000358,Public-key 5thgeneration moderator,Pharmaceuticals,Liquid Medicine,283.0,357.0,High,High,Medium,AirCarbon,
P000359,Assimilated scalable focus group,Household Goods,Cleaning Supply,858.0,889.0,High,Low,Medium,Coir Fiber,
P000360,Pond’s BB Cream,Cosmetics,Haircare,592.0,413.0,Medium,Medium,Low,Edible Films,
P000361,Streamlined asynchronous hub,Apparel,Topwear,281.0,1904.0,Low,Low,Low,Tinplate,
P000362,User-friendly 4thgeneration artificial intelligence,Household Goods,Cleaning Supply,928.0,1241.0,Low,Low,Medium,Corrugated Paper,
P000363,Reduced explicit parallelism,Pharmaceuticals,OTC Medicine,177.0,159.0,High,Medium,Medium,Newsprint,
P000364,Open-source optimizing array,Household Goods,Cleaning Supply,1039.0,1163.0,Low,Low,Medium,Kraft Paper,
P000365,Lakme 9to5 Lipstick,Cosmetics,Haircare,569.0,590.0,Medium,Medium,Low,PVC Plastic,
P000366,Streamlined mobile product,Apparel,Bottomwear,873.0,3247.0,Low,Low,Low,Coir Fiber,
P000367,Fortune Soya Oil 1L,Food,Snack,71.0,,Low,Low,Low,Newsprint,
P000368,Nestle Milkmaid,Food,Dairy,1014.0,1066.0,Low,High,Low,Seaweed Film,
P000369,Tata Salt 1kg,Food,Snack,72.0,80.0,Low,Low,Low,Coconut Husk Fiber,
P000370,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,410.0,448.0,Medium,Medium,Low,PBAT Bioplastic,
P000371,Biotique Neem Face Wash,Cosmetics,Haircare,502.0,563.0,Medium,Medium,Low,Tinplate,
P000372,Dove Body Lotion 250ml,Cosmetics,Haircare,570.0,580.0,Medium,Medium,Low,Corrugated Paper,
P000373,Total coherent function,Pharmaceuticals,OTC Medicine,85.0,235.0,High,Medium,Medium,Glass (Soda-lime),
P000374,Multi-lateral 3rdgeneration data-warehouse,Household Goods,Cleaning Supply,1117.0,1372.0,Low,Low,Medium,PVC Plastic,
P000375,TP-Link Wireless Router,Electronics,Charger,,460.0,Medium,Medium,Low,Bamboo Pulp,
P000376,Sunfeast Dark Fantasy Choco Fills,Food,Snack,47.0,125.0,Low,Low,Low,Hemp Fiber,
P000377,Sony WH-1000XM5 Headphones,Electronics,Charger,345.0,599.0,Medium,Medium,Low,Hemp Fiber,
P000378,Adaptive bifurcated superstructure,Pharmaceuticals,Liquid Medicine,306.0,253.0,High,High,Medium,Paperboard,
P000379,Apple iPad 9th Gen,Electronics,Audio Device,861.0,1498.0,Medium,Low,Low,Glass (Soda-lime),
P000380,Nestle Milkmaid,Food,Dairy,1010.0,1086.0,Low,High,Low,Mushroom Packaging,
P000381,Tata Salt 1kg,Food,Snack,67.0,86.0,Low,Low,Low,Wheat Straw,
P000382,Logitech MX Master 3 Mouse,Electronics,Charger,321.0,276.0,Medium,Medium,Low,PHBV Bioplastic,
P000383,Maybelline Mascara,Cosmetics,Cream,242.0,158.0,High,Medium,Low,EVOH Film,
P000384,Vision-oriented responsive policy,Pharmaceuticals,OTC Medicine,155.0,105.0,High,Medium,Medium,Hemp Fiber,
P000385,Nestle Milkmaid,Food,Dairy,1089.0,919.0,Low,High,Low,PP Plastic,
P000386,Fully-configurable interactive system engine,Pharmaceuticals,Liquid Medicine,329.0,347.0,High,High,Medium,Palm Fiber,
P000387,Reactive foreground hardware,Pharmaceuticals,Liquid Medicine,227.0,267.0,High,High,Medium,Coir Fiber,
P000388,Samsung Galaxy S21,Electronics,Audio Device,864.0,1095.0,Medium,Low,Low,Plasticc,
P000389,Nestle Milkmaid,Food,Canned Food,362.0,425.0,Medium,Medium,Low,Greaseproof Paper,
P000390,Quality-focused mission-critical methodology,Household Goods,Cleaning Supply,1159.0,932.0,Low,Low,Medium,Kraft Paper,
P000391,Synchronized dynamic success,Apparel,Topwear,275.0,2181.0,Low,Low,Low,Edible Films,
P000392,Fortune Soya Oil 1L,Food,Dairy,1019.0,1154.0,Low,High,Low,PBAT Bioplastic,
P000393,TP-Link Wireless Router,Electronics,Charger,347.0,301.0,Medium,Medium,Low,AirCarbon,
P000394,Canon EOS 1p00D DSLR,Electronics,Charger,216.0,265.0,Medium,Medium,Low,Palm Fiber,
P000395,Samsung Galaxy S21,Electronics,Audio Device,431.0,1278.0,Medium,Low,Low,PS Plastic,
P000396,Kissan Mixed Fruit Jam,Food,Snack,59.0,120.0,Low,Low,Low,Hemp Fiber,
P000397,Up-sized contextually-based ability,Household Goods,Cleaning Supply,751.0,878.0,High,Low,Medium,Tinplate,
P000398,Kissan Mixed Fruit Jam,Food,Canned Food,373.0,309.0,Medium,Medium,Low,LDPE Plastic,
P000399,Biotique Neem Face Wash,Cosmetics,Cream,157.0,276.0,High,Medium,Low,Corrugated Paper,
P000400,Upgradable modular help-desk,Household Goods,Cleaning Supply,685.0,968.0,High,Low,Medium,Seaweed Film,
P000401,Future-proofed contextually-based definition,Apparel,Topwear,197.0,2415.0,Low,Low,Low,PHBV Bioplastic,
P000402,Nestle Milkmahd,Food,Snack,40.0,114.0,Low,Low,Low,Notpla (Seaweed-based),
P000403,Profit-focused discrete hardware,Apparel,Topwear,254.0,2360.0,Low,Low,Low,Aluminum Foil,
P000404,Logitech MX Master 3 Mouse,Electronics,Audio Device,761.0,1472.0,Medium,Low,Low,Jute Fiber,
P000405,Enterprise-wide client-server pricing structure,Pharmaceuticals,Liquid Medicine,246.0,255.0,High,High,Medium,Wheat Straw,
P000406,Sony WH-1000XM5 Headphones,Electronics,Audio Device,724.0,1315.0,Medium,Low,Low,PHBV Bioplastic,
P000407,Operative actuating monitoring,Household Goods,Cleaning Supply,642.0,834.0,High,Low,Medium,Glass (Soda-lime),
P000408,Pre-emptive bifurcated matrices,Pharmaceuticals,Liquid Medicine,265.0,410.0,High,High,Medium,PHBV Bioplastic,
P000409,Maybelline Moscara,Cosmetics,Cream,176.0,172.0,High,Medium,Low,Glass (Soda-lime),
P000410,Sony WH-1000XM5 Headphones,Electronics,Charger,263.0,368.0,Medium,Medium,Low,Coir Fiber,
P000411,Configurable multi-state standardization,Apparel,Bottomwear,827.0,2842.0,Low,Low,Low,Glass (Soda-lime),
P000412,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,159.0,239.0,High,Medium,Low,Jute Fiber,99999.0
P000413,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,530.0,680.0,Medium,Medium,Low,Jute Fiber,
P000414,Fortune Soya Oil 1L,Food,Canned Food,412.0,428.0,Medium,Medium,Low,PBAT Bioplastic,
P000415,Multi-layered neutral neural-net,Apparel,Bottomwear,0.0,2567.0,Low,Low,Low,Wheat Straw,
P000416,Polarized zero administration migration,Apparel,Bottomwear,789.0,3056.0,Low,Low,Low,EVOH Film,
P000417,Phased next generation task-force,Household Goods,Cleaning Supply,1184.0,1358.0,Low,Low,Medium,PHBV Bioplastic,
P000418,Profound intermediate parallelism,Household Goods,Cleaning Supply,698.0,1140.0,High,Low,Medium,Coconut Husk Fiber,
P000419,Dove Body Lotion 250ml,Cosmetics,Cream,219.0,243.0,High,Medium,Low,Palm Fiber,
P000420,Pre-emptive context-sensitive protocol,Apparel,Bottomwear,828.0,2486.0,Low,Low,Low,EVOH Film,
P000421,Maggi Noydles Pack,Food,Canned Food,400.0,431.0,Medium,Medium,Low,Hemp Fiber,
P000422,TP-Link Wireless Router,Electronics,Audio Device,753.0,1408.0,Medium,Low,Low,Wheat Straw,
P000423,Object-based human-resource adapter,Apparel,Bottomwear,882.0,2116.0,Low,Low,Low,Coconut Husk Fiber,
P000424,Right-sized attitude-oriented knowledge user,Apparel,Bottomwear,835.0,2355.0,Low,Low,Low,Hemp Fiber,
P000425,De-engineered intermediate synergy,Apparel,Topwear,293.0,1913.0,Low,Low,Low,PET Plastic,
P000426,TP-Link Wireless Router,Electronics,Charger,347.0,355.0,Medium,Medium,Low,Recycled Paper,
P000427,Nestle Milkmaid,Food,Canned Food,448.0,311.0,Medium,Medium,Low,Coir Fiber,
P000428,Virtual clear-thinking toolset,Pharmaceuticals,OTC Medicine,182.0,103.0,High,Medium,Medium,PHA Bioplastic,
P000429,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,425.0,437.0,Medium,Medium,Low,Coir Fiber,
P000430,Synchronized 3rdgeneration analyzer,Household Goods,Cleaning Supply,677.0,1016.0,High,Low,Medium,Wheat Straw,99999.0
P000431,Upgradable transitional attitude,Household Goods,Cleaning Supply,680.0,727.0,High,Low,Medium,Recycled Paper,
P000432,TP-Link Wireless Router,Electronics,Audio Device,793.0,1311.0,Medium,Low,Low,AirCarbon,
P000433,Devolved homogeneous neural-net,Household Goods,Cleaning Supply,805.0,724.0,High,Low,Medium,Stainless Steel,
P000434,Decentralized maximized knowledge user,Household Goods,Cleaning Supply,1111.0,1092.0,Low,Low,Medium,PS Plastic,
P000435,Configurable incremental infrastructure,Apparel,Bottomwear,927.0,3000.0,Low,Low,Low,PLA Bioplastic,
P000436,Nestle Milkmaid,Food,Dairy,992.0,994.0,Low,High,Low,Newsprint,
P000437,Multi-tiered bi-directional protocol,Household Goods,Cleaning Supply,611.0,971.0,High,Low,Medium,PP Plastic,
P000438,Amul Butter 500g,Food,Snack,65.0,86.0,Low,Low,Low,PET Plastic,
P000439,Virtual static info-mediaries,Household Goods,Cleaning Supply,772.0,1173.0,High,Low,Medium,Seaweed Film,
P000440,Aashirvaad Atta 5kg,Food,Canned Food,357.0,349.0,Medium,Medium,Low,Palm Fiber,
P000441,Dell Inspiron 15,Electronics,Audio Device,701.0,1179.0,Medium,Low,Low,Mushroom Packaging,
P000442,Kissan Mixed Fruit Jam,Food,Canned Food,436.0,421.0,Medium,Medium,Low,Glass (Soda-lime),
P000443,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,205.0,226.0,High,Medium,Low,AirCarbon,
P000444,Fundamental solution-oriented task-force,Pharmaceuticals,OTC Medicine,80.0,187.0,High,Medium,Medium,Glass (Soda-lime),
P000445,Seamless mission-critical pricing structure,Apparel,Bottomwear,907.0,2135.0,Low,Low,Low,Jute Fiber,
P000446,Tata Salt 1kg,Food,Canned Food,418.0,433.0,Medium,Medium,Low,Palm Fiber,
P000447,Fortune Soya Oil 1L,Food,Dairy,998.0,904.0,Low,High,Low,Coir Fiber,
P000448,Public-key local open system,Pharmaceuticals,OTC Medicine,89.0,101.0,High,Medium,Medium,AirCarbon,
P000449,Maggi Noodles Pack,Food,Dairy,950.0,1188.0,Low,High,Low,Recycled Paper,
P000450,Logitech MX Master 3 Mouse,Electronics,Charger,234.0,576.0,Medium,Medium,Low,Notpla (Seaweed-based),
P000451,Configurable attitude-oriented collaboration,Apparel,Bottomwear,,3236.0,Low,Low,Low,Jute Fiber,
