material_type,product_category,strength,weight_capacity,cost_per_unit,biodegradability_score,co2_emission_score,recyclability_percentage,fragility_level,shipping_type,co2_impact_index,cost_efficiency_index,material_suitability_score
bamboo,pharmaceuticals,51.0,7.1,0.25,0.86,1.07,67.0,2.0,ground,0.01934952655413751,0.2984712804661426,0.3771261344568242
metal,pharmaceuticals,80.0,11.0,0.62,0.0,21.51,89.8,2.0,ground,0.8608480856319474,0.09200066361987619,0.31953807739856593
metal,pharmaceuticals,98.0,19.0,0.63,0.0,24.56,92.3,2.0,ground,0.9864141622066693,0.18589803235514898,0.4977662521978711
jute,food,47.0,8.4,0.24,0.98,1.5,62.4,1.0,ground,0.03705228489090161,0.29469344860178254,0.3907893939825144
glass,home,87.0,16.2,0.43,0.02,9.7,93.8,1.0,ground,0.3746397694524496,0.316798302965205,0.4950763083725339
plastic,home,79.0,13.3,0.29,0.11,10.52,78.7,1.0,ground,0.4083985179086044,0.5055461303983927,0.4149101159264987
jute,cosmetics,38.0,5.8,0.19,0.91,1.19,71.4,2.0,ground,0.024289831206257717,0.29395252080637574,0.3260204960654263
paper,pharmaceuticals,54.0,8.8,0.16,0.91,1.26,93.9,2.0,ground,0.02717167558666118,0.6845219355995985,0.48440384202206216
jute,electronics,37.0,6.2,0.26,0.97,1.65,65.8,3.0,air,0.04322766570605187,0.1387304791272684,0.32049877157190476
bagasse,home,39.0,5.3,0.2,0.95,0.61,78.5,1.0,ground,0.00041169205434335156,0.2721873275453549,0.3478932060722913
paper,food,49.0,6.8,0.23,0.9,0.88,88.9,1.0,ground,0.011527377521613834,0.32308753784708477,0.41975285774102994
bagasse,electronics,41.0,6.1,0.19,0.95,0.87,83.1,3.0,air,0.011115685467270483,0.3358333380594958,0.3765425858113915
jute,cosmetics,36.0,8.4,0.26,0.93,1.07,78.7,2.0,ground,0.01934952655413751,0.1498596631183929,0.3668481594595398
paper,pharmaceuticals,54.0,10.4,0.21,0.85,1.38,91.7,2.0,ground,0.03211198023878139,0.47755162568771453,0.48532199555726946
plastic,cosmetics,57.0,10.0,0.26,0.17,17.0,42.5,2.0,ground,0.6751749691230959,0.359459294951239,0.18760367256244048
glass,home,84.0,15.6,0.43,0.02,15.9,89.5,2.0,ground,0.6298888431453273,0.2966104501447949,0.4395399245243783
glass,pharmaceuticals,52.0,11.7,0.54,0.01,16.81,88.0,2.0,ground,0.6673528200905722,0.022527251825101294,0.2307814947097655
jute,cosmetics,49.0,7.9,0.18,0.94,1.53,76.8,2.0,ground,0.038287361053931664,0.5003246078614276,0.4186868761595797
paper,food,34.0,6.5,0.22,0.98,1.24,78.7,1.0,ground,0.026348291477974475,0.1819822246727319,0.3447181315881557
paper,home,36.0,5.7,0.26,0.85,1.39,78.9,1.0,ground,0.03252367229312474,0.1248189991383627,0.3134563463112425
paper,home,45.0,7.7,0.23,0.93,1.19,85.5,1.0,ground,0.024289831206257717,0.29058711104706814,0.4122419756814072
plastic,cosmetics,60.0,8.6,0.33,0.15,16.45,51.7,2.0,ground,0.6525319061342116,0.2393432080015731,0.1938015233357941
bamboo,cosmetics,44.0,7.6,0.32,0.82,0.96,70.0,2.0,ground,0.014820913956360642,0.12690600153909085,0.34693522972245233
plastic,electronics,54.0,7.9,0.42,0.11,6.88,39.1,3.0,air,0.2585426101276246,0.09346348558426744,0.15707485143489217
glass,pharmaceuticals,65.0,10.4,0.48,0.02,13.04,88.5,2.0,ground,0.5121449156031288,0.11685920886215702,0.29269844120747923
jute,pharmaceuticals,44.0,8.7,0.19,0.86,1.48,78.7,2.0,ground,0.036228900782214905,0.40690381582236607,0.39514394360996774
plastic,cosmetics,74.0,11.1,0.3,0.17,13.46,37.0,2.0,ground,0.5294359818855496,0.4220922200755125,0.27668188557631496
metal,home,81.0,13.7,0.74,0.0,12.62,95.7,1.0,ground,0.4948538493207081,0.0466648237589811,0.40030487759796146
plastic,electronics,77.0,12.4,0.26,0.11,13.77,31.3,3.0,air,0.5421984355701935,0.5672040627855643,0.2852133570123705
jute,pharmaceuticals,47.0,7.5,0.19,0.93,1.58,72.6,2.0,ground,0.04034582132564842,0.4297478979604314,0.3929908322815964
glass,home,84.0,13.9,0.39,0.01,20.72,93.8,1.0,ground,0.8283244133388225,0.34338458299277635,0.4065244611125343
bamboo,home,63.0,8.8,0.23,0.81,1.13,71.3,1.0,ground,0.021819678880197608,0.49083167616975165,0.4523564835858537
paper,pharmaceuticals,32.0,5.1,0.23,0.93,1.24,83.1,2.0,ground,0.026348291477974475,0.12703657618246786,0.31543420044361065
jute,cosmetics,52.0,8.8,0.24,1.0,1.53,67.5,2.0,ground,0.038287361053931664,0.34894820316923725,0.4323186639646411
plastic,pharmaceuticals,79.0,11.6,0.26,0.12,16.8,37.9,2.0,ground,0.6669411280362288,0.5783332467766888,0.28622283022777034
plastic,cosmetics,58.0,8.4,0.39,0.25,15.66,32.3,2.0,ground,0.6200082338410869,0.1486236134555061,0.16127124351008093
bamboo,home,59.0,8.4,0.3,0.9,1.35,66.9,1.0,ground,0.030876904075751343,0.2798240784312294,0.4324410584236034
plastic,pharmaceuticals,55.0,10.4,0.34,0.16,1.48,47.5,2.0,ground,0.036228900782214905,0.20190538447394166,0.2506278774890423
jute,food,40.0,6.9,0.26,0.85,1.34,78.7,1.0,ground,0.030465212021407992,0.17304546309990243,0.3468576249903686
paper,pharmaceuticals,38.0,6.3,0.18,0.87,1.21,77.2,2.0,ground,0.025113215314944422,0.3315322725288352,0.33738075797951095
jute,cosmetics,39.0,6.5,0.26,0.93,1.33,63.4,2.0,ground,0.03005351996706464,0.16006141511025715,0.32162083742871567
plastic,food,60.0,8.5,0.19,0.1,6.4,29.9,1.0,ground,0.2387813915191437,0.6074240923676069,0.1892017586754259
metal,cosmetics,97.0,8.4,0.61,0.0,17.26,89.8,2.0,ground,0.6858789625360231,0.15472579961841956,0.3765481921689311
bagasse,pharmaceuticals,37.0,7.1,0.26,0.97,1.03,89.7,2.0,ground,0.0177027583367641,0.14707736712061178,0.38445792996550127
paper,cosmetics,32.0,5.7,0.16,0.93,1.45,90.4,2.0,ground,0.03499382461918485,0.3062465182136806,0.3428660228523359
plastic,cosmetics,79.0,14.8,0.29,0.25,17.73,43.6,2.0,ground,0.7052284890901606,0.5180184967302174,0.36117596050718465
bagasse,home,36.0,5.9,0.16,0.91,1.16,81.5,1.0,ground,0.023054755043227664,0.36954360000734005,0.3418160247725484
paper,food,42.0,7.5,0.25,0.93,1.75,81.2,1.0,ground,0.047344586249485385,0.21552177521370738,0.3838598408683279
glass,pharmaceuticals,88.0,14.6,0.56,0.02,15.38,86.0,2.0,ground,0.6084808563194731,0.17986962308636018,0.42878815205032617
metal,cosmetics,80.0,12.0,0.69,0.0,22.16,88.6,2.0,ground,0.8876080691642652,0.059590385809091165,0.3227560062627907
bagasse,cosmetics,36.0,6.0,0.14,0.91,0.98,81.4,2.0,ground,0.015644298065047347,0.46147443006177413,0.3451729661009679
glass,food,81.0,11.3,0.34,0.01,11.5,93.7,1.0,ground,0.44874433923425283,0.3926837748536135,0.39977428175917784
paper,pharmaceuticals,40.0,7.3,0.16,0.95,1.3,76.0,2.0,ground,0.028818443804034585,0.4509255623134738,0.3742174615807951
glass,pharmaceuticals,90.0,13.5,0.59,0.02,18.81,89.1,2.0,ground,0.7496912309592424,0.16108407220758209,0.41267938217981887
glass,pharmaceuticals,88.0,12.7,0.51,0.01,19.63,86.5,2.0,ground,0.7834499794153972,0.21419888260629166,0.38832225443351315
paper,pharmaceuticals,40.0,7.9,0.21,0.96,1.12,76.3,2.0,ground,0.021407986825854267,0.2880906907657369,0.38200827666661785
metal,food,93.0,13.6,0.77,0.0,15.82,93.8,1.0,ground,0.6265953067105805,0.07190804730305202,0.4318325760333248
plastic,electronics,54.0,8.8,0.38,0.21,6.93,28.4,3.0,air,0.26060107039934133,0.1365832258761525,0.16992564074376765
metal,home,77.0,13.3,0.66,0.0,13.11,88.5,1.0,ground,0.5150267599835323,0.06799348021015165,0.3665380648844593
glass,electronics,93.0,15.4,0.6,0.03,13.93,87.9,3.0,air,0.5487855084396871,0.1737265293820488,0.47028128677814507
jute,electronics,41.0,7.2,0.23,0.98,1.29,69.4,3.0,air,0.028406751749691234,0.24340907214381807,0.3645091455994041
jute,pharmaceuticals,50.0,6.9,0.21,0.92,1.16,78.1,2.0,ground,0.023054755043227664,0.3914330189049975,0.4075171384097234
bamboo,home,47.0,8.4,0.28,0.82,0.72,66.3,1.0,ground,0.004940304652120214,0.21517750499372415,0.3670951298215186
paper,electronics,42.0,7.0,0.2,0.96,1.6,94.9,3.0,air,0.04116920543433512,0.3288533573165352,0.41562511475934355
plastic,pharmaceuticals,77.0,12.7,0.42,0.07,11.5,53.6,2.0,ground,0.44874433923425283,0.25307035016943774,0.32479591701546795
bagasse,pharmaceuticals,38.0,5.3,0.21,0.9,1.19,76.9,2.0,ground,0.024289831206257717,0.23527127860567043,0.32712556865579306
paper,cosmetics,50.0,8.3,0.21,0.98,1.23,87.5,2.0,ground,0.025936599423631124,0.4075084921711046,0.45751600475873383
bagasse,cosmetics,32.0,5.4,0.14,0.99,0.88,82.2,2.0,ground,0.011527377521613834,0.38224550046108474,0.3377335973477287
plastic,electronics,54.0,9.8,0.18,0.21,13.63,38.2,3.0,air,0.5364347468093866,0.5927585057816569,0.1907539766615255
metal,electronics,98.0,13.9,0.59,0.0,12.13,94.8,3.0,air,0.47468093865788397,0.19541484922005264,0.4881129310055178
plastic,food,64.0,11.2,0.39,0.23,7.51,39.5,1.0,ground,0.28447920955125566,0.20303302716750538,0.26958410513380593
jute,pharmaceuticals,41.0,5.5,0.18,1.0,0.94,62.9,2.0,ground,0.01399752984767394,0.36100395012658953,0.337260708262011
glass,electronics,71.0,13.0,0.45,0.0,13.61,89.4,3.0,air,0.5356113627006999,0.1881942500400104,0.3516341661119331
bagasse,home,46.0,6.6,0.17,0.92,0.61,85.3,1.0,ground,0.00041169205434335156,0.4841701022575748,0.4061124276124847
metal,electronics,93.0,13.7,0.62,0.0,13.53,94.0,3.0,air,0.532317826265953,0.1530617261288602,0.4540531751059328
plastic,electronics,79.0,15.1,0.34,0.23,17.13,78.7,3.0,air,0.6805269658295594,0.4054496151020674,0.43234512487049215
plastic,pharmaceuticals,56.0,9.8,0.35,0.1,17.99,43.6,2.0,ground,0.7159324825030876,0.19140906503110353,0.1581262288924421
bagasse,food,33.0,4.7,0.12,0.94,1.06,78.7,1.0,ground,0.018937834499794158,0.4956338275750682,0.3161399680511634
paper,food,39.0,6.3,0.21,0.92,1.38,87.7,1.0,ground,0.03211198023878139,0.258236240414395,0.3704574406057579
plastic,food,49.0,6.9,0.19,0.21,6.64,52.5,1.0,ground,0.2486620008233841,0.4475155174011489,0.18733192323279255
plastic,electronics,67.0,12.0,0.42,0.05,14.41,47.3,3.0,air,0.568546727048168,0.19163893106651247,0.24289718867428242
plastic,home,74.0,10.7,0.25,0.18,8.21,32.5,1.0,ground,0.3132976533552903,0.5550360292701864,0.28929480559019277
bamboo,home,52.0,8.9,0.35,0.79,0.75,76.2,1.0,ground,0.006175380815150269,0.1576505068705691,0.40471880222157725
paper,home,52.0,7.6,0.23,0.99,1.75,79.5,1.0,ground,0.047344586249485385,0.36292677069871826,0.4386572940717913
jute,home,46.0,8.4,0.24,0.86,1.02,79.0,1.0,ground,0.01729106628242075,0.2846462718300316,0.39862098645970273
glass,home,89.0,12.0,0.56,0.02,16.77,87.0,1.0,ground,0.6657060518731988,0.17298011403934924,0.39433876300721454
bagasse,food,39.0,5.9,0.26,0.9,0.75,89.2,1.0,ground,0.006175380815150269,0.15449682311469481,0.36305988389513966
bamboo,food,58.0,11.0,0.29,0.86,0.7,82.2,1.0,ground,0.004116920543433511,0.31180870671071687,0.4901643852173862
metal,electronics,81.0,13.8,0.76,0.0,12.14,89.6,3.0,air,0.4750926307122273,0.03886145755419418,0.38959308125618547
bamboo,food,47.0,6.6,0.34,0.8,1.31,78.1,1.0,ground,0.02923013585837794,0.11821820951185508,0.35624324448387296
paper,electronics,35.0,4.9,0.14,0.92,1.48,88.9,3.0,air,0.036228900782214905,0.42530470133102466,0.3413551115807265
plastic,cosmetics,50.0,6.9,0.44,0.13,17.65,34.6,2.0,ground,0.7019349526554136,0.049908277835342775,0.07508823306350157
metal,electronics,88.0,15.7,0.4,0.0,1.48,78.7,3.0,air,0.036228900782214905,0.36321623607475,0.49360170956006105
paper,food,50.0,9.9,0.26,0.88,0.8,90.1,1.0,ground,0.008233841086867026,0.293611623003752,0.46258857448293933
plastic,home,54.0,8.5,0.32,0.12,9.33,43.3,1.0,ground,0.3594071634417456,0.20904175720587653,0.1731032915419049
bagasse,home,30.0,5.0,0.25,0.95,1.03,78.7,1.0,ground,0.0177027583367641,0.07566505124157827,0.2997152279312391
bagasse,food,41.0,7.0,0.17,0.92,1.08,81.1,1.0,ground,0.01976121860848086,0.41892266622469193,0.37918990377384765
jute,cosmetics,52.0,7.0,0.21,0.89,1.25,75.2,2.0,ground,0.02675998353231783,0.4155462288041582,0.405218344360804
paper,electronics,31.0,4.4,0.25,0.91,1.78,83.6,3.0,air,0.04857966241251545,0.07952316776494738,0.2949634093486662
plastic,food,69.0,10.4,0.31,0.24,11.23,45.9,1.0,ground,0.43762865376698235,0.3556901157631069,0.2862666464641947
glass,cosmetics,85.0,14.8,0.33,0.03,19.38,91.5,2.0,ground,0.7731576780568135,0.46732304181657924,0.43222387660672523
bagasse,pharmaceuticals,35.0,5.1,0.26,0.95,1.04,78.7,2.0,ground,0.018114450391107456,0.10998008715019657,0.3220292463942917
plastic,food,58.0,9.8,0.42,0.18,9.37,52.5,1.0,ground,0.361053931659119,0.12733688490270284,0.23150058941513466
jute,cosmetics,57.0,8.7,0.16,0.97,0.97,61.5,2.0,ground,0.015232606010703994,0.7282270635047444,0.4425316341309343
glass,electronics,70.0,11.5,0.48,0.02,1.48,88.5,3.0,air,0.036228900782214905,0.14750316185729986,0.37689403798921806
jute,home,57.0,7.9,0.25,0.86,1.39,78.7,1.0,ground,0.03252367229312474,0.36405926136341704,0.4368136300726183
plastic,electronics,45.0,8.3,0.24,0.09,15.04,42.1,3.0,air,0.5944833264717991,0.27359437738110565,0.10517236322223719
bagasse,pharmaceuticals,41.0,6.3,0.15,0.98,1.13,85.7,2.0,ground,0.021819678880197608,0.49844829261971785,0.3924732085005326
bamboo,home,56.0,9.0,0.32,0.83,1.29,77.0,1.0,ground,0.028406751749691234,0.22788023327624024,0.4330925548285934
jute,pharmaceuticals,39.0,5.3,0.17,0.95,1.42,65.7,2.0,ground,0.03375874845615479,0.36644103289389474,0.320390756411425
glass,electronics,85.0,16.4,0.46,0.02,9.7,86.4,3.0,air,0.3746397694524496,0.26962024927430606,0.4716302238011296
jute,food,58.0,11.5,0.21,0.92,1.29,78.7,1.0,ground,0.028406751749691234,0.5361122782999621,0.5051629733331552
plastic,pharmaceuticals,50.0,7.8,0.43,0.11,6.02,49.8,2.0,ground,0.22313709345409635,0.062207047952256206,0.1631841565821238
paper,home,53.0,9.7,0.23,0.98,1.12,87.0,1.0,ground,0.021407986825854267,0.39542719749873495,0.48743045518278605
bagasse,home,31.0,5.2,0.21,0.94,0.92,78.7,1.0,ground,0.013174145738987241,0.15374566418469837,0.3081597944512643
bagasse,cosmetics,42.0,7.1,0.21,0.97,0.88,86.1,2.0,ground,0.011527377521613834,0.3018696678509717,0.4030734866524518
jute,electronics,58.0,9.5,0.17,0.86,1.11,62.4,3.0,air,0.020996294771510916,0.6955150581032169,0.43623300363936957
bamboo,food,50.0,7.4,0.23,0.86,1.06,65.2,1.0,ground,0.018937834499794158,0.33986195167935146,0.37463532865585897
jute,home,52.0,7.2,0.3,0.92,1.56,79.9,1.0,ground,0.03952243721696172,0.21391454388416042,0.41571122057028476
bamboo,home,43.0,7.8,0.21,0.85,1.09,77.0,1.0,ground,0.02017291066282421,0.32138988538838753,0.37326621888474676
bagasse,cosmetics,46.0,8.5,0.13,0.97,1.12,76.4,2.0,ground,0.021407986825854267,0.7489768465902024,0.4242917381936855
metal,home,85.0,16.5,0.44,0.0,21.1,90.9,1.0,ground,0.84396871140387,0.29432915021723605,0.43279124721461115
glass,pharmaceuticals,90.0,16.1,0.32,0.03,16.45,92.8,2.0,ground,0.6525319061342116,0.5375847798730196,0.4870070173475541
bagasse,pharmaceuticals,38.0,6.3,0.26,0.95,1.13,88.9,2.0,ground,0.021819678880197608,0.14893223111913256,0.3719349015389519
plastic,pharmaceuticals,52.0,8.2,0.33,0.08,11.35,31.9,2.0,ground,0.44256895841910254,0.17796402197445607,0.11981310070954407
paper,food,31.0,5.8,0.17,0.84,0.98,84.7,1.0,ground,0.015644298065047347,0.2600593437098467,0.311324701159992
bamboo,pharmaceuticals,57.0,8.7,0.2,0.87,0.78,77.0,2.0,ground,0.007410456978180323,0.5301986120354096,0.45230948575041163
jute,food,44.0,6.5,0.23,0.87,1.59,78.7,1.0,ground,0.04075751337999177,0.2675222920277014,0.36402017614987203
bagasse,cosmetics,31.0,4.4,0.16,0.98,1.11,85.3,2.0,ground,0.020996294771510916,0.2715838305647717,0.3218421404243375
plastic,electronics,47.0,6.6,0.38,0.06,7.48,51.9,3.0,air,0.2832441333882256,0.07820375122726411,0.12591715177678348
bamboo,cosmetics,50.0,10.0,0.26,0.78,1.12,81.6,2.0,ground,0.021407986825854267,0.2945390550030123,0.4251087749966558
glass,cosmetics,81.0,12.1,0.48,0.02,12.18,87.1,2.0,ground,0.47673939892960066,0.205776908536588,0.3858925678544939
plastic,electronics,58.0,9.8,0.44,0.05,10.12,78.7,3.0,air,0.3919308357348703,0.10964342377620911,0.25492582725578183
bagasse,cosmetics,49.0,7.8,0.27,0.9,1.02,80.1,2.0,ground,0.01729106628242075,0.24535088196945823,0.4116169577760065
paper,cosmetics,51.0,7.2,0.2,0.92,1.13,94.1,2.0,ground,0.021819678880197608,0.4397740964431008,0.449744853251717
jute,home,49.0,8.6,0.26,0.93,1.23,67.9,1.0,ground,0.025936599423631124,0.27228068702076325,0.4031611467529807
glass,food,72.0,12.8,0.6,0.02,17.85,86.2,1.0,ground,0.7101687937422808,0.07888094354374388,0.3222007280339165
bagasse,pharmaceuticals,45.0,6.4,0.15,0.98,1.12,85.8,2.0,ground,0.021407986825854267,0.5643576074698031,0.4114630773611883
glass,electronics,74.0,11.4,0.44,0.03,1.48,87.3,3.0,air,0.036228900782214905,0.20609650346054367,0.3954026399837536
bamboo,food,44.0,6.1,0.24,0.79,0.96,80.4,1.0,ground,0.014820913956360642,0.2414434117115029,0.34797588382192995
bagasse,pharmaceuticals,34.0,5.7,0.26,0.99,1.13,75.2,2.0,ground,0.021819678880197608,0.10627035915315508,0.32620746710499576
jute,pharmaceuticals,49.0,7.9,0.16,0.95,1.2,76.2,2.0,ground,0.02470152326060107,0.5956046064132672,0.4222797844379432
paper,pharmaceuticals,37.0,5.8,0.24,0.87,1.07,88.3,2.0,ground,0.01934952655413751,0.16809902127772147,0.345311658426875
bamboo,electronics,64.0,9.6,0.25,0.8,1.12,75.9,3.0,air,0.021407986825854267,0.44797329574669437,0.47356372343178327
bamboo,pharmaceuticals,62.0,11.1,0.24,0.85,1.2,80.1,2.0,ground,0.02470152326060107,0.472528477461773,0.504198128156159
paper,food,48.0,8.0,0.14,0.94,1.61,94.4,1.0,ground,0.04158089748867848,0.7026059549334375,0.45456596051482434
bagasse,electronics,44.0,6.8,0.14,0.95,0.77,81.0,3.0,air,0.0069987649238369715,0.6130428171239625,0.3988067630973761
bagasse,food,45.0,7.8,0.17,0.96,0.82,76.6,1.0,ground,0.009057225195553725,0.4870069473024826,0.4071904402517991
bamboo,home,44.0,7.3,0.21,0.8,1.12,74.1,1.0,ground,0.021407986825854267,0.32713112584056864,0.35475850587336877
metal,electronics,90.0,16.8,0.42,0.0,12.76,94.5,3.0,air,0.5006175380815151,0.3512457956516828,0.5018077196885599
jute,home,42.0,8.4,0.23,0.99,1.43,73.2,1.0,ground,0.03417044051049815,0.2664738911631847,0.39432648935616643
paper,pharmaceuticals,43.0,6.6,0.2,0.96,1.07,84.3,2.0,ground,0.01934952655413751,0.33608731856391993,0.39490884398825504
plastic,cosmetics,45.0,8.5,0.3,0.07,12.18,47.6,2.0,ground,0.47673939892960066,0.16809937962583188,0.12257011155569499
paper,pharmaceuticals,46.0,8.8,0.19,0.87,1.56,77.7,2.0,ground,0.03952243721696172,0.43355524498344217,0.4048011539313179
bamboo,electronics,58.0,10.1,0.25,0.81,0.85,78.7,3.0,air,0.01029230135858378,0.3949241935503695,0.4631143229827587
metal,pharmaceuticals,79.0,10.9,0.62,0.0,20.36,90.7,2.0,ground,0.8135034993824619,0.08772250000459705,0.32042775418960223
paper,electronics,45.0,6.2,0.23,0.93,1.67,78.7,3.0,air,0.04405104981473857,0.2748610980793181,0.37598459453929983
jute,cosmetics,38.0,7.2,0.28,0.84,1.22,65.6,2.0,ground,0.025524907369287773,0.12733642150313232,0.31224771085866926
paper,home,42.0,6.3,0.26,0.93,1.36,94.8,1.0,ground,0.031288596130094694,0.1860295110895478,0.39653590756838175
paper,home,54.0,8.7,0.17,0.88,1.35,91.8,1.0,ground,0.030876904075751343,0.6274307770254264,0.47161975062723166
plastic,pharmaceuticals,61.0,11.3,0.27,0.07,12.09,37.4,2.0,ground,0.47303417044051055,0.3837787149113852,0.21153308847020386
glass,cosmetics,92.0,13.2,0.26,0.02,12.52,92.5,2.0,ground,0.4907369287772746,0.7137383186687045,0.47448661090572203
glass,cosmetics,88.0,14.4,0.42,0.02,21.61,85.0,2.0,ground,0.8649650061753807,0.3259842775159004,0.408670712448652
plastic,home,79.0,14.7,0.4,0.15,11.37,45.3,1.0,ground,0.4433923425277892,0.30293307497272826,0.36142273577070005
bamboo,pharmaceuticals,50.0,7.6,0.24,0.76,1.03,77.4,2.0,ground,0.0177027583367641,0.3167972374996345,0.38186360749458037
plastic,home,56.0,7.8,0.21,0.24,6.33,39.9,1.0,ground,0.23589954713874026,0.4706621371450971,0.20977298667528219
glass,pharmaceuticals,94.0,12.7,0.47,0.02,16.09,88.4,2.0,ground,0.637710992177851,0.28550246689815967,0.43783912131443026
bamboo,home,48.0,7.2,0.24,0.86,1.18,67.1,1.0,ground,0.023878139151914366,0.2926840132474324,0.3659224843612193
bagasse,pharmaceuticals,49.0,7.6,0.23,0.99,0.61,77.3,2.0,ground,0.00041169205434335156,0.33147474476321814,0.4257741381974689
jute,cosmetics,42.0,6.2,0.27,0.9,1.57,74.4,2.0,ground,0.03993412927130507,0.16854576175651817,0.34555174175229525
plastic,electronics,65.0,12.5,0.3,0.21,10.09,31.4,3.0,air,0.3906957595718403,0.3610053343977412,0.26680593040553463
glass,pharmaceuticals,85.0,16.2,0.5,0.03,9.8,88.9,2.0,ground,0.37875668999588313,0.2261325717545005,0.4727257514745943
bamboo,electronics,47.0,7.2,0.29,0.81,1.22,71.5,3.0,air,0.025524907369287773,0.18874802557004716,0.3567994449302243
bagasse,food,39.0,6.5,0.21,0.91,0.73,75.9,1.0,ground,0.005351996706463566,0.2605327365952675,0.34952295484850565
paper,electronics,52.0,9.1,0.13,0.89,0.96,84.4,3.0,air,0.014820913956360642,0.8713973996461025,0.4596290265939986
plastic,pharmaceuticals,72.0,11.2,0.4,0.12,7.75,46.2,2.0,ground,0.2943598188554961,0.23963575581560534,0.294448303836332
bagasse,cosmetics,42.0,6.6,0.17,0.94,0.68,75.8,2.0,ground,0.0032935364347468125,0.42743320135941587,0.3728587630024424
metal,pharmaceuticals,97.0,14.4,0.6,0.0,20.27,92.7,2.0,ground,0.8097982708933718,0.18578317164962993,0.45194791125719924
paper,cosmetics,31.0,6.1,0.2,0.98,1.1,77.2,2.0,ground,0.020584602717167565,0.18537979257673845,0.32522554569259615
jute,pharmaceuticals,55.0,10.0,0.28,0.97,1.48,61.7,2.0,ground,0.036228900782214905,0.297851465926046,0.440892478547761
